GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000142657    1   10458649   10480201     58      10  469477       2.6268    0.0043095
ENSG00000175279    1   10490159   10512210     72      10  469477      0.57956      0.28111
ENSG00000241563    1   10509776   10511959      4       2  469477      0.55971      0.28784
ENSG00000160049    1   10516579   10532583     34      10  469477       0.9713       0.1657
ENSG00000142655    1   10532345   10690815    467      37  469477       1.4184      0.07804
ENSG00000130940    1   10696661   10856707    492      72  469477       5.9907   1.0444e-09
ENSG00000175262    1   11006528   11042094    132      18  469477      0.64419      0.25973
ENSG00000120948    1   11072414   11085796     26       5  469477         1.75     0.040062
ENSG00000009724    1   11086580   11107290     69      10  469477       2.4752    0.0066589
ENSG00000116649    1   11114641   11120081      9       3  469477       2.8909    0.0019208
ENSG00000171824    1   11126675   11159938    108       7  469477       2.8838    0.0019644
ENSG00000198793    1   11166592   11322564    374      14  469477       3.6145   0.00015047
ENSG00000171819    1   11249398   11256038     17       4  469477        2.033     0.021025
ENSG00000120942    1   11333263   11356106     39       6  469477       3.8388   6.1817e-05
ENSG00000204624    1   11539223   11597641    172      19  469477      0.66382       0.2534
ENSG00000116661    1   11708424   11715842     24      12  469477       0.2234      0.41161
ENSG00000132879    1   11714432   11723384     32      11  469477      0.49093      0.31174
ENSG00000116663    1   11724181   11734411     46      12  469477      0.61993      0.26765
ENSG00000116670    1   11734537   11751707     72      15  469477     -0.10194       0.5406
ENSG00000162490    1   11751786   11785914    111      20  469477      -1.4194      0.92211
ENSG00000177674    1   11796141   11814859     64      11  469477        1.312     0.094757
ENSG00000215910    1   11821844   11849642    155      11  469477       3.4448   0.00028571
ENSG00000177000    1   11845780   11866977     82      11  469477       5.3117   5.4301e-08
ENSG00000011021    1   11866207   11903201    206      16  469477       5.4228    2.933e-08
ENSG00000175206    1   11905766   11908402     18       5  469477       3.7985   7.2789e-05
ENSG00000120937    1   11917521   11918988      2       1  469477      -0.8316      0.79718
ENSG00000116685    1   11979648   11986485     24       7  469477        4.262   1.0129e-05
ENSG00000083444    1   11994262   12035595    145      18  469477       2.1187     0.017057
ENSG00000116688    1   12040238   12073571    101      11  469477       2.4387    0.0073709
ENSG00000116691    1   12079523   12092102     25       6  469477       1.3559     0.087564
ENSG00000120949    1   12123434   12204264    222      42  469477       1.5861      0.05636
ENSG00000028137    1   12227060   12269285    142      18  469477     -0.58781      0.72167
ENSG00000048707    1   12290124   12572099    610      24  469477       1.7053     0.044068
ENSG00000162496    1   12627939   12677737    184      35  469477       4.4121   5.1196e-06
ENSG00000204518    1   12704566   12727097     66       8  469477      0.52786       0.2988
ENSG00000188984    1   12776118   12788726     42       6  469477     -0.71029      0.76124
ENSG00000157330    1   12806163   12823847     52       9  469477     0.025937      0.48965
ENSG00000116726    1   12834984   12838049      9       3  469477       1.2299      0.10936
ENSG00000116721    1   12851546   12856777     17       7  469477      0.26439      0.39574
ENSG00000204513    1   12884468   12891264      1       1  469477      0.69031        0.245
ENSG00000179172    1   12907261   12908578      7       3  469477      -1.1486      0.87464
ENSG00000120952    1   12916941   12921764     45       6  469477     -0.71812      0.76366
ENSG00000243073    1   12939045   12946025      8       2  469477      0.44617      0.32774
ENSG00000232423    1   12998181   13117751      3       1  469477     -0.19879      0.57879
ENSG00000204501    1   13421176   13428191      1       1  469477     -0.75675       0.7754
ENSG00000204491    1   13474689   13477522      3       1  469477     -0.67508      0.75019
ENSG00000204488    1   13495254   13498260      1       1  469477     -0.33397       0.6308
ENSG00000162494    1   13801445   13840543    179      37  469477     -0.91287      0.81935
ENSG00000162493    1   13909960   13944452    139      32  469477      -1.1529      0.87553
ENSG00000116731    1   14026693   14151574    434      35  469477      0.29884      0.38253
ENSG00000189337    1   14925200   15444539   2221     212  469477       4.0585    2.469e-05
ENSG00000171729    1   15479028   15546976    375      28  469477       1.3914     0.082059
ENSG00000204464    1   15490840   15497813     27       7  469477       2.0523     0.020073
ENSG00000142621    1   15573768   15726779    580      65  469477     -0.40554      0.65746
ENSG00000142634    1   15736391   15756839     80      25  469477       1.2254      0.11021
ENSG00000162438    1   15764935   15775737     32      12  469477      0.37067      0.35544
ENSG00000142615    1   15783223   15798586     69      12  469477      0.80598      0.21013
ENSG00000215704    1   15792404   15817895     95      16  469477       3.7916    7.483e-05
ENSG00000132906    1   15817327   15853029    147      11  469477       4.6309   1.8205e-06
ENSG00000116138    1   15853308   15918874    242      17  469477       4.4396   4.5055e-06
ENSG00000116771    1   15898848   15911605     63       7  469477        4.366   6.3271e-06
ENSG00000197312    1   15943995   15995539    130       8  469477       3.0413    0.0011777
ENSG00000215695    1   15986364   15988217      3       2  469477       3.3518   0.00040139
ENSG00000116786    1   16010827   16061264    173      17  469477       3.2202   0.00064043
ENSG00000162461    1   16062900   16067891      9       4  469477       1.6138     0.053285
ENSG00000162460    1   16068917   16074477     24       5  469477     -0.34353       0.6344
ENSG00000162458    1   16083102   16113089     80      15  469477       2.3117     0.010397
ENSG00000065526    1   16174359   16266955    203      27  469477       4.5734   2.3996e-06
ENSG00000116809    1   16268364   16302627     70      18  469477       5.8946   1.8783e-09
ENSG00000183888    1   16330731   16335302     18       7  469477       3.8315    6.368e-05
ENSG00000173641    1   16340523   16346089     46       5  469477       4.9788   3.1993e-07
ENSG00000186510    1   16345370   16360545     93      13  469477       5.5803   1.2006e-08
ENSG00000184908    1   16370272   16383803    132      15  469477       4.4883   3.5901e-06
ENSG00000185519    1   16384264   16400127     90      13  469477       2.6646    0.0038542
ENSG00000142627    1   16450832   16482582     73      19  469477       2.6803    0.0036776
ENSG00000142632    1   16524349   16539104     64       8  469477      0.86058      0.19473
ENSG00000204377    1   16555368   16556038      3       1  469477       1.9466     0.025792
ENSG00000132881    1   16558195   16563657     16       7  469477       1.9541     0.025347
ENSG00000037637    1   16573334   16678949    268      15  469477       1.8399     0.032894
ENSG00000055070    1   16679070   16724640    124      17  469477       1.6582     0.048634
ENSG00000187144    1   16713612   16763919    160      29  469477       2.2618     0.011853
ENSG00000157191    1   16767167   16786573     55      15  469477       2.9337    0.0016746
ENSG00000058453    1   17066768   17299474    329      23  469477       2.7222    0.0032422
ENSG00000117122    1   17300997   17307330     20       5  469477        5.334   4.8032e-08
ENSG00000159363    1   17312453   17338423     60      13  469477       4.6252   1.8714e-06
ENSG00000117118    1   17345217   17380665    128      14  469477       4.6738   1.4783e-06
ENSG00000117115    1   17393256   17445948    299      21  469477       5.7667   4.0425e-09
ENSG00000142623    1   17531621   17572500    192      52  469477        2.318     0.010224
ENSG00000142619    1   17575593   17610728    198      31  469477       1.9663      0.02463
ENSG00000159339    1   17634690   17690499    319      27  469477      0.53489      0.29636
ENSG00000179051    1   17733256   17766220     94      18  469477     -0.30653       0.6204
ENSG00000074964    1   17866330   18024369    461      60  469477        1.204      0.11429
ENSG00000117148    1   18081808   18153558    239      29  469477      0.74107      0.22932
ENSG00000117154    1   18434240   18704977   1148     142  469477       3.3305   0.00043338
ENSG00000179023    1   18807424   18812478     28       6  469477      0.24024      0.40507
ENSG00000009709    1   18957500   19075360    422      67  469477       1.3138     0.094461
ENSG00000179002    1   19166093   19186176    113      22  469477       1.9522     0.025458
ENSG00000159423    1   19197926   19229275    161      26  469477       2.7533    0.0029498
ENSG00000169991    1   19230775   19283180    238      44  469477       1.5343     0.062475
ENSG00000127481    1   19401000   19536770    340      25  469477       2.2242     0.013067
ENSG00000127463    1   19542158   19578046    126      17  469477       2.8486    0.0021954
ENSG00000053372    1   19578033   19586622     58       9  469477       1.4492     0.073637
ENSG00000162482    1   19609052   19615744     28       5  469477     0.084144      0.46647
ENSG00000053371    1   19630459   19638640     27      10  469477       1.1995      0.11516
ENSG00000040487    1   19638820   19655794     88      13  469477    -0.063689      0.52539
ENSG00000077549    1   19665267   19812066    579      26  469477       1.3343     0.091055
ENSG00000173436    1   19923477   19956314     86      16  469477      0.71337      0.23781
ENSG00000158747    1   19967048   19984945     76      23  469477      0.94535      0.17224
ENSG00000158748    1   19991780   20006055     53      11  469477      0.37227      0.35485
ENSG00000162542    1   20008706   20126438    440      58  469477      0.76182      0.22308
ENSG00000178828    1   20140523   20141771      7       4  469477       1.2504      0.10557
ENSG00000169914    1   20209006   20239438     82      15  469477       2.1143     0.017244
ENSG00000188784    1   20246502   20250110     19       6  469477       1.6531      0.04915
ENSG00000188257    1   20301925   20306932     21      11  469477        3.055    0.0011254
ENSG00000127472    1   20354672   20417683    227      28  469477       2.2793     0.011325
ENSG00000117215    1   20438432   20446050     27      11  469477      0.96387      0.16755
ENSG00000158786    1   20465819   20476879     26      12  469477       1.1658      0.12184
ENSG00000187980    1   20487746   20503917     59      13  469477     -0.49322      0.68907
ENSG00000162543    1   20512578   20522541     12       5  469477       1.1406      0.12702
ENSG00000158816    1   20617412   20681387    278      27  469477       3.3647   0.00038315
ENSG00000162545    1   20808884   20812713      4       2  469477     0.058296      0.47676
ENSG00000090432    1   20825943   20834654     29      10  469477       3.2627   0.00055169
ENSG00000183114    1   20878932   20881512      5       2  469477     -0.11977      0.54767
ENSG00000158825    1   20915441   20945401    134      21  469477       4.4776   3.7751e-06
ENSG00000158828    1   20959948   20978004     80      12  469477       3.2519   0.00057316
ENSG00000244038    1   20978270   20988000     31       7  469477       2.1287      0.01664
ENSG00000117245    1   20990507   21044510    242      53  469477        5.595   1.1033e-08
ENSG00000189410    1   21046225   21059330     44      13  469477       3.7184   0.00010023
ENSG00000127483    1   21069154   21113816    116      20  469477       6.0903   5.6342e-10
ENSG00000075151    1   21132963   21503377    906      35  469477       6.5353   3.1751e-11
ENSG00000117298    1   21543740   21671997    405      45  469477       2.7012     0.003455
ENSG00000142794    1   21766621   21811498    171      16  469477     -0.24059      0.59506
ENSG00000162551    1   21835858   21904905    338      33  469477       1.0622      0.14407
ENSG00000076864    1   21922708   21995801    299      43  469477       1.9031     0.028515
ENSG00000090686    1   22004791   22110099    365      31  469477       1.0454      0.14792
ENSG00000187942    1   22138758   22151714     48      20  469477       1.2612      0.10362
ENSG00000142798    1   22148738   22263790    438      47  469477       2.3002     0.010717
ENSG00000219073    1   22303514   22325135    240      25  469477      0.95218       0.1705
ENSG00000142789    1   22328149   22339032     69      13  469477      0.97247      0.16541
ENSG00000070831    1   22379120   22419437    110      17  469477     -0.26467      0.60437
ENSG00000162552    1   22443798   22470462    101      19  469477     -0.11343      0.54516
ENSG00000184677    1   22778344   22857650    187      25  469477       2.1333     0.016452
ENSG00000070886    1   22890057   22930087    185      28  469477       1.7608     0.039134
ENSG00000173372    1   22962999   22966101      6       3  469477      0.90129      0.18372
ENSG00000159189    1   22970123   22974603     26       6  469477       1.5912     0.055788
ENSG00000173369    1   22979255   22988031     31       7  469477       1.3702     0.085309
ENSG00000133216    1   23037332   23241818    536      64  469477       2.0601     0.019694
ENSG00000215906    1   23279536   23291831     41      11  469477       3.6899   0.00011218
ENSG00000227868    1   23337327   23342343      9       3  469477       1.1688      0.12125
ENSG00000004487    1   23345941   23410182     91      13  469477       1.7734     0.038079
ENSG00000169641    1   23410516   23504301    203      27  469477       2.0226     0.021555
ENSG00000179546    1   23516993   23521222     10       3  469477      0.93029      0.17611
ENSG00000125944    1   23630264   23670829     54      12  469477       1.0568      0.14529
ENSG00000125945    1   23685941   23695935     29       6  469477        1.734     0.041463
ENSG00000249087    1   23695490   23698332      3       2  469477       1.6382     0.050691
ENSG00000204219    1   23707554   23751233    132      21  469477       3.1944   0.00070065
ENSG00000088280    1   23755056   23811061    143      20  469477       5.1053    1.651e-07
ENSG00000007968    1   23832922   23857712     58       9  469477       7.6063     1.41e-14
ENSG00000117318    1   23884409   23886285     10       4  469477        4.668   1.5206e-06
ENSG00000197880    1   23907985   23967058    132      32  469477        2.036     0.020877
ENSG00000142676    1   24018269   24022915     12       4  469477       2.2311     0.012838
ENSG00000011007    1   24069645   24088549     22      10  469477       5.1199   1.5281e-07
ENSG00000057757    1   24104895   24114722     10       5  469477       5.6608   7.5317e-09
ENSG00000011009    1   24117460   24122029      4       2  469477       2.8956    0.0018924
ENSG00000117308    1   24122089   24127271      3       2  469477      0.87985      0.18947
ENSG00000117305    1   24128375   24165110     56       6  469477        6.555   2.7824e-11
ENSG00000179163    1   24171567   24194784     55       7  469477       6.6955   1.0745e-11
ENSG00000188822    1   24197016   24285549    250      13  469477       6.2857    1.632e-10
ENSG00000188529    1   24291294   24307417      4       2  469477       2.2309     0.012843
ENSG00000142661    1   24382525   24438665    214      27  469477       2.5542    0.0053223
ENSG00000142677    1   24446261   24469611     80      18  469477       1.0841      0.13916
ENSG00000185436    1   24480647   24514449    170      27  469477     -0.86258      0.80582
ENSG00000158055    1   24645812   24690972    125      28  469477     -0.66689      0.74758
ENSG00000001460    1   24683489   24743424    181      21  469477      0.67891       0.2486
ENSG00000001461    1   24742284   24799466    199      22  469477       2.1227     0.016889
ENSG00000117602    1   24829387   24867530    129      18  469477        2.509    0.0060543
ENSG00000184454    1   24882602   24935819    255      29  469477       4.7381   1.0785e-06
ENSG00000133226    1   24958207   24999758     59      13  469477       2.0556     0.019912
ENSG00000169504    1   25071848   25170815    135      19  469477       6.2387   2.2055e-10
ENSG00000020633    1   25226002   25291612    172      37  469477       3.2911   0.00049899
ENSG00000117614    1   25549170   25558993     11       6  469477       1.4292     0.076476
ENSG00000117616    1   25568728   25664704     76      27  469477       2.6995    0.0034717
ENSG00000187010    1   25598884   25656936     31      10  469477      0.69049      0.24494
ENSG00000183726    1   25664408   25688852     32       9  469477       2.4406    0.0073318
ENSG00000188672    1   25688740   25756683    121      10  469477       2.6761    0.0037238
ENSG00000204178    1   25757388   25826700    147      11  469477       2.3006     0.010708
ENSG00000157978    1   25870071   25895377     84      13  469477      0.33786      0.36773
ENSG00000117643    1   25943959   26112698    428      37  469477      0.28333      0.38846
ENSG00000162430    1   26126667   26144713     51       6  469477       3.9618   3.7186e-05
ENSG00000117640    1   26145131   26159432     38       4  469477       4.1587      1.6e-05
ENSG00000127423    1   26158414   26185903     75       4  469477       3.8717   5.4046e-05
ENSG00000182749    1   26187701   26197744      9       3  469477        5.544   1.4786e-08
ENSG00000117632    1   26210672   26233482     33       7  469477       4.4131   5.0959e-06
ENSG00000158006    1   26286258   26324648    104       9  469477       1.8994     0.028757
ENSG00000158008    1   26346375   26362955     29       8  469477        2.268     0.011663
ENSG00000158014    1   26363743   26372624     21       4  469477         1.94      0.02619
ENSG00000158022    1   26377795   26394927     49       8  469477      0.51635       0.3028
ENSG00000175087    1   26437664   26452034     35       3  469477     -0.29974      0.61781
ENSG00000197245    1   26485511   26489119     12       5  469477       3.1328   0.00086584
ENSG00000142684    1   26496362   26498551     10       3  469477       1.0709       0.1421
ENSG00000142675    1   26503894   26516377     33      10  469477      0.72013      0.23572
ENSG00000188782    1   26517052   26529459     70      11  469477      0.64307      0.26009
ENSG00000130695    1   26560691   26605299    149      14  469477       2.7777     0.002737
ENSG00000142669    1   26605667   26608007      6       3  469477       2.4577     0.006991
ENSG00000158062    1   26607819   26644854    139      12  469477       2.5793    0.0049494
ENSG00000169442    1   26644448   26647014     13       3  469477        2.089     0.018352
ENSG00000176092    1   26648350   26680621    111      16  469477       0.8746       0.1909
ENSG00000176083    1   26688125   26701013     62      13  469477     0.096517      0.46156
ENSG00000131914    1   26737269   26756213     48      16  469477        2.763     0.002864
ENSG00000117682    1   26758773   26797785     76      21  469477       3.7459   8.9868e-05
ENSG00000198830    1   26798941   26802463      6       3  469477       1.7333     0.041519
ENSG00000117676    1   26856252   26901521    112      16  469477       3.5805    0.0001715
ENSG00000117713    1   27022524   27108595    140      12  469477       1.7759     0.037873
ENSG00000060642    1   27113963   27124889     16       5  469477       1.4209     0.077669
ENSG00000204160    1   27153201   27184093     55      10  469477       2.1471     0.015894
ENSG00000175793    1   27189633   27190947      1       1  469477      0.38694       0.3494
ENSG00000142751    1   27202624   27216788     22       5  469477       1.9251      0.02711
ENSG00000198746    1   27216979   27226957     16       7  469477       1.1684      0.12133
ENSG00000090273    1   27226729   27273353     78      13  469477        1.824     0.034079
ENSG00000131910    1   27237980   27240457      6       3  469477       2.0236     0.021507
ENSG00000175707    1   27276053   27286897     14       4  469477       1.2106      0.11303
ENSG00000253368    1   27320198   27327389      8       4  469477       1.2565      0.10448
ENSG00000158246    1   27331511   27339327     11       3  469477      0.53186      0.29741
ENSG00000090020    1   27425306   27493472     97      13  469477      0.56843      0.28487
ENSG00000142784    1   27561007   27635110    132      17  469477       2.0628     0.019564
ENSG00000186501    1   27648651   27662891     40      12  469477       1.5404     0.061736
ENSG00000142765    1   27668513   27680421     35      12  469477       1.6539     0.049078
ENSG00000142733    1   27681675   27693383     33      11  469477       1.1404      0.12705
ENSG00000142748    1   27695603   27701315     13       8  469477    -0.035201      0.51404
ENSG00000174950    1   27705666   27709870      5       2  469477       2.6606    0.0039004
ENSG00000181773    1   27719148   27722318      4       2  469477       1.5278     0.063287
ENSG00000158195    1   27730730   27816669    169      15  469477        2.016       0.0219
ENSG00000126705    1   27860546   27930942     92      17  469477       1.9475     0.025739
ENSG00000000938    1   27938575   27961788     47       9  469477      0.36766      0.35656
ENSG00000126709    1   27992572   27998729     18       4  469477      0.84412       0.1993
ENSG00000009780    1   28052490   28089633     82       6  469477       1.7006     0.044513
ENSG00000117758    1   28099694   28150963     74       9  469477       1.9129     0.027879
ENSG00000117751    1   28157289   28178187     36       8  469477       1.1095      0.13361
ENSG00000130775    1   28199055   28213196     58      12  469477       3.7347   9.3985e-05
ENSG00000117748    1   28218035   28241257     68       7  469477       4.4918   3.5313e-06
ENSG00000130768    1   28261504   28285668     88      14  469477       4.2666   9.9254e-06
ENSG00000158156    1   28285973   28294607     27      11  469477       2.7554    0.0029312
ENSG00000158161    1   28296855   28415207    353      29  469477       3.7721   8.0931e-05
ENSG00000169403    1   28473677   28520447     83      24  469477       4.8542   6.0441e-07
ENSG00000126698    1   28525967   28559536    104      15  469477       5.4249   2.8997e-08
ENSG00000130770    1   28562620   28573417     47       5  469477       5.0669   2.0219e-07
ENSG00000130766    1   28586038   28609002     62      15  469477       3.3873   0.00035286
ENSG00000130772    1   28655513   28662476     11       6  469477       1.2462      0.10634
ENSG00000204138    1   28696114   28826881    460      16  469477      0.26234      0.39653
ENSG00000180198    1   28832455   28865812     89      13  469477      0.82937      0.20345
ENSG00000180098    1   28879597   28905051     55      12  469477       1.4155     0.078463
ENSG00000120656    1   28915835   28969597     92      19  469477       1.7517     0.039912
ENSG00000188060    1   28918712   28921955      9       5  469477     -0.34265      0.63407
ENSG00000162419    1   28995244   29045865     85      11  469477       3.3063   0.00047275
ENSG00000198492    1   29063133   29096287     71      13  469477       3.0503    0.0011432
ENSG00000116329    1   29138654   29190208    200      26  469477       3.7177   0.00010053
ENSG00000159023    1   29213603   29446553    550      31  469477       2.5358    0.0056092
ENSG00000253304    1   29445940   29450447     15       6  469477       2.2413     0.012505
