GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000149527    1    2357419    2436969    359      47  460502       1.8293     0.033678
ENSG00000157881    1    2439972    2458039     82      17  460502      0.88871      0.18708
ENSG00000197921    1    2460184    2461684      5       3  460502     -0.50212      0.69221
ENSG00000157873    1    2487078    2496821     31       8  460502       2.2872     0.011091
ENSG00000157870    1    2517930    2522908     14       6  460502       1.8129     0.034925
ENSG00000142606    1    2522078    2564481    192      13  460502       2.4245    0.0076656
ENSG00000215912    1    2567415    2718286    396      22  460502        1.524     0.063759
ENSG00000169717    1    2938046    2939465      4       2  460502      -2.0536      0.97999
ENSG00000142611    1    2985732    3355185   1726     170  460502       1.9343     0.026535
ENSG00000130762    1    3370990    3397677    100      12  460502      0.40238       0.3437
ENSG00000162591    1    3406484    3528059    574      83  460502       1.4626     0.071783
ENSG00000158109    1    3541566    3546691     12       4  460502      -1.0569      0.85472
ENSG00000116213    1    3547331    3569325     56      14  460502      -0.5789      0.71867
ENSG00000078900    1    3569084    3652765    346      56  460502        1.642     0.050296
ENSG00000162592    1    3668962    3688209     78      17  460502       2.8425    0.0022382
ENSG00000235169    1    3689352    3692546     13       5  460502     -0.38036      0.64816
ENSG00000130764    1    3696784    3713068     84      16  460502     -0.48132      0.68486
ENSG00000116198    1    3728645    3773778    313      18  460502     -0.61193      0.72971
ENSG00000169598    1    3773845    3801993    186      26  460502       1.1638      0.12225
ENSG00000198912    1    3805689    3816857     55      12  460502       2.0086     0.022291
ENSG00000196581    1    4714792    4852594    767      87  460502      0.69027      0.24501
ENSG00000131697    1    5922871    6052533    474      27  460502      0.14635      0.44182
ENSG00000069424    1    6051526    6161253    385      62  460502       3.2349   0.00060847
ENSG00000116254    1    6161853    6240183    330      37  460502       1.9627     0.024843
ENSG00000116251    1    6241329    6269449     75      15  460502       2.1103     0.017417
ENSG00000158286    1    6265535    6281359     51       8  460502      0.19047      0.42447
ENSG00000116237    1    6281253    6296032     46       9  460502      0.38467      0.35024
ENSG00000173673    1    6304252    6305638      6       3  460502     -0.30113      0.61834
ENSG00000158292    1    6307406    6321035     42       4  460502    0.0094401      0.49623
ENSG00000097021    1    6324329    6454451    559      29  460502      0.23181      0.40834
ENSG00000069812    1    6472478    6484730     46       9  460502     -0.37704      0.64693
ENSG00000187017    1    6484848    6521430    121      14  460502     0.018998      0.49242
ENSG00000215788    1    6521211    6526255     15       6  460502      0.25589      0.39902
ENSG00000171680    1    6526152    6580121    198      37  460502       1.0981      0.13608
ENSG00000162408    1    6581407    6614595    143       7  460502     -0.76571      0.77808
ENSG00000173662    1    6615241    6639817     75      14  460502     0.031313      0.48751
ENSG00000204859    1    6640061    6649340     16       8  460502      0.76109       0.2233
ENSG00000162413    1    6650784    6674667     61      17  460502        2.242      0.01248
ENSG00000116273    1    6673745    6684093     25       6  460502       1.8576     0.031615
ENSG00000041988    1    6684926    6695646     37       8  460502       1.6996     0.044604
ENSG00000007923    1    6694228    6761984    181      24  460502       1.3706     0.085253
ENSG00000171735    1    6845384    7829766   3264     224  460502       4.6111   2.0025e-06
ENSG00000049245    1    7831329    7841492     37      10  460502       1.6423     0.050266
ENSG00000049246    1    7844380    7905237    256      24  460502       2.1478     0.015866
ENSG00000049247    1    7903143    7913572     44      14  460502       2.0324     0.021056
ENSG00000049249    1    7979907    8000926     51       9  460502       2.3608    0.0091183
ENSG00000116288    1    8014351    8045565     76      14  460502      0.60407       0.2729
ENSG00000116285    1    8064464    8086368     37       8  460502       0.5692      0.28461
ENSG00000162426    1    8377886    8404227     90      14  460502       3.7596   8.5084e-05
ENSG00000142599    1    8412457    8877702    878      32  460502        4.936   3.9863e-07
ENSG00000074800    1    8921061    8939308     32       7  460502      0.49586         0.31
ENSG00000131686    1    9005926    9035151    145      30  460502        1.485     0.068775
ENSG00000197241    1    9063359    9086404     90      24  460502       1.8749     0.030404
ENSG00000142583    1    9095166    9148537    241      33  460502      0.38748       0.3492
ENSG00000180758    1    9160364    9189229     96      16  460502      0.96633      0.16694
ENSG00000049239    1    9294834    9331396    120      23  460502     -0.11759       0.5468
ENSG00000171621    1    9352939    9429591    415      65  460502        1.724     0.042356
ENSG00000171612    1    9599541    9645237     79      14  460502       1.9209     0.027371
ENSG00000188807    1    9648932    9674935     52      11  460502       1.8275     0.033816
ENSG00000171608    1    9711790    9789172    201      42  460502      0.51689      0.30262
ENSG00000179840    1    9712668    9714644      6       3  460502     -0.83301      0.79758
ENSG00000171603    1    9789084    9884584    202      29  460502       1.2466      0.10628
ENSG00000178585    1    9908334    9970394    131      23  460502       2.6862    0.0036135
ENSG00000162441    1    9982173   10003465     61      14  460502       3.5374   0.00020205
ENSG00000173614    1   10003486   10045559    106      18  460502       3.6264    0.0001437
ENSG00000162444    1   10057264   10076078     49       7  460502       3.3107   0.00046529
ENSG00000130939    1   10092890   10241297    434      28  460502       3.1449   0.00083084
ENSG00000054523    1   10270863   10441661    603      19  460502       1.2171      0.11179
ENSG00000142657    1   10458649   10480201     58      10  460502       1.5336     0.062558
ENSG00000175279    1   10490159   10512210     72      10  460502       5.7467   4.5498e-09
ENSG00000241563    1   10509776   10511959      4       2  460502       3.3689   0.00037733
ENSG00000160049    1   10516579   10532583     34      10  460502       4.8282   6.8885e-07
ENSG00000142655    1   10532345   10690815    467      37  460502       4.5238   3.0371e-06
ENSG00000130940    1   10696661   10856707    492      72  460502       1.9405     0.026161
ENSG00000175262    1   11006528   11042094    132      18  460502      0.34025      0.36683
ENSG00000120948    1   11072414   11085796     26       5  460502      -0.1447      0.55753
ENSG00000009724    1   11086580   11107290     69      10  460502     0.013098      0.49477
ENSG00000116649    1   11114641   11120081      9       3  460502    -0.059405      0.52369
ENSG00000171824    1   11126675   11159938    108       7  460502      -0.5661      0.71434
ENSG00000198793    1   11166592   11322564    374      14  460502     -0.55891      0.71189
ENSG00000171819    1   11249398   11256038     17       4  460502      0.57481      0.28271
ENSG00000120942    1   11333263   11356106     39       6  460502     -0.11993      0.54773
ENSG00000204624    1   11539223   11597641    172      19  460502       0.4368      0.33113
ENSG00000116661    1   11708424   11715842     24      12  460502       1.4071     0.079703
ENSG00000132879    1   11714432   11723384     32      11  460502      0.91629      0.17976
ENSG00000116663    1   11724181   11734411     46      12  460502       1.8907     0.029335
ENSG00000116670    1   11734537   11751707     72      15  460502       1.6072     0.054002
ENSG00000162490    1   11751786   11785914    111      20  460502       1.0465      0.14766
ENSG00000177674    1   11796141   11814859     64      11  460502      0.37864      0.35248
ENSG00000215910    1   11821844   11849642    155      11  460502      -1.0264      0.84764
ENSG00000177000    1   11845780   11866977     82      11  460502     -0.55301      0.70987
ENSG00000011021    1   11866207   11903201    206      16  460502    0.0088964      0.49645
ENSG00000175206    1   11905766   11908402     18       5  460502      -1.1911      0.88319
ENSG00000120937    1   11917521   11918988      2       1  460502      0.37798      0.35272
ENSG00000116685    1   11979648   11986485     24       7  460502       1.4271     0.076778
ENSG00000083444    1   11994262   12035595    145      18  460502       1.8035     0.035652
ENSG00000116688    1   12040238   12073571    101      11  460502       1.7713     0.038253
ENSG00000116691    1   12079523   12092102     25       6  460502      -0.2776      0.60934
ENSG00000120949    1   12123434   12204264    222      42  460502       -1.014       0.8447
ENSG00000028137    1   12227060   12269285    142      18  460502      0.24369      0.40373
ENSG00000048707    1   12290124   12572099    610      24  460502      -1.1951      0.88398
ENSG00000162496    1   12627939   12677737    184      35  460502      0.41108      0.34051
ENSG00000204518    1   12704566   12727097     66       8  460502      0.88978      0.18679
ENSG00000188984    1   12776118   12788726     42       6  460502      0.62105      0.26728
ENSG00000157330    1   12806163   12823847     52       9  460502      0.64348      0.25995
ENSG00000116726    1   12834984   12838049      9       3  460502      0.68898      0.24542
ENSG00000116721    1   12851546   12856777     17       7  460502     -0.95837      0.83106
ENSG00000204513    1   12884468   12891264      1       1  460502     0.085832       0.4658
ENSG00000179172    1   12907261   12908578      7       3  460502     0.091199      0.46367
ENSG00000120952    1   12916941   12921764     45       6  460502      -1.0366      0.85004
ENSG00000243073    1   12939045   12946025      8       2  460502      -1.0297      0.84843
ENSG00000232423    1   12998181   13117751      3       1  460502      -0.7761      0.78116
ENSG00000204501    1   13421176   13428191      1       1  460502      -1.2838       0.9004
ENSG00000204491    1   13474689   13477522      3       1  460502      -1.0453      0.85206
ENSG00000204488    1   13495254   13498260      1       1  460502      -1.7966       0.9638
ENSG00000162494    1   13801445   13840543    179      37  460502      0.37519      0.35376
ENSG00000162493    1   13909960   13944452    139      32  460502       -1.411      0.92088
ENSG00000116731    1   14026693   14151574    434      35  460502          1.1      0.13566
ENSG00000189337    1   14925200   15444539   2221     212  460502      0.54905      0.29148
ENSG00000171729    1   15479028   15546976    375      28  460502      0.86067      0.19471
ENSG00000204464    1   15490840   15497813     27       7  460502      0.75262      0.22584
ENSG00000142621    1   15573768   15726779    580      65  460502       1.1551      0.12402
ENSG00000142634    1   15736391   15756839     80      25  460502       2.0564     0.019871
ENSG00000162438    1   15764935   15775737     32      12  460502       2.7696    0.0028062
ENSG00000142615    1   15783223   15798586     69      12  460502      0.11181      0.45549
ENSG00000215704    1   15792404   15817895     95      16  460502       1.5284     0.063206
ENSG00000132906    1   15817327   15853029    147      11  460502      0.93141      0.17582
ENSG00000116138    1   15853308   15918874    242      17  460502      0.60436       0.2728
ENSG00000116771    1   15898848   15911605     63       7  460502      0.30523       0.3801
ENSG00000197312    1   15943995   15995539    130       8  460502      0.36554      0.35735
ENSG00000215695    1   15986364   15988217      3       2  460502      0.60959      0.27107
ENSG00000116786    1   16010827   16061264    173      17  460502      0.24438      0.40347
ENSG00000162461    1   16062900   16067891      9       4  460502       0.6996      0.24209
ENSG00000162460    1   16068917   16074477     24       5  460502       1.2806      0.10017
ENSG00000162458    1   16083102   16113089     80      15  460502      0.20648      0.41821
ENSG00000065526    1   16174359   16266955    203      27  460502       1.4762      0.06994
ENSG00000116809    1   16268364   16302627     70      18  460502       1.0093      0.15641
ENSG00000183888    1   16330731   16335302     18       7  460502      0.65629      0.25582
ENSG00000173641    1   16340523   16346089     46       5  460502      -1.1475      0.87442
ENSG00000186510    1   16345370   16360545     93      13  460502     -0.14827      0.55894
ENSG00000184908    1   16370272   16383803    132      15  460502      -0.6081      0.72844
ENSG00000185519    1   16384264   16400127     90      13  460502      0.68155      0.24776
ENSG00000142627    1   16450832   16482582     73      19  460502       1.1346      0.12826
ENSG00000142632    1   16524349   16539104     64       8  460502       3.2253   0.00062916
ENSG00000204377    1   16555368   16556038      3       1  460502       1.6449     0.049991
ENSG00000132881    1   16558195   16563657     16       7  460502       3.2631   0.00055091
ENSG00000037637    1   16573334   16678949    268      15  460502        1.959     0.025057
ENSG00000055070    1   16679070   16724640    124      17  460502       2.2321     0.012803
ENSG00000187144    1   16713612   16763919    160      29  460502       3.7631   8.3916e-05
ENSG00000157191    1   16767167   16786573     55      15  460502       2.4383    0.0073776
ENSG00000058453    1   17066768   17299474    329      23  460502       1.9988     0.022816
ENSG00000117122    1   17300997   17307330     20       5  460502       1.7595      0.03925
ENSG00000159363    1   17312453   17338423     60      13  460502        1.294     0.097834
ENSG00000117118    1   17345217   17380665    128      14  460502      0.68267      0.24741
ENSG00000117115    1   17393256   17445948    299      21  460502       1.4771     0.069821
ENSG00000142623    1   17531621   17572500    192      52  460502      0.36621       0.3571
ENSG00000142619    1   17575593   17610728    198      31  460502       1.2505      0.10556
ENSG00000159339    1   17634690   17690499    319      27  460502      0.84084      0.20022
ENSG00000179051    1   17733256   17766220     94      18  460502       2.0708     0.019189
ENSG00000074964    1   17866330   18024369    461      60  460502     -0.89639      0.81498
ENSG00000117148    1   18081808   18153558    239      29  460502     -0.15125      0.56011
ENSG00000117154    1   18434240   18704977   1148     142  460502       0.8472      0.19844
ENSG00000179023    1   18807424   18812478     28       6  460502      0.51945      0.30172
ENSG00000009709    1   18957500   19075360    422      67  460502       1.3373     0.090559
ENSG00000179002    1   19166093   19186176    113      22  460502      0.14369      0.44287
ENSG00000159423    1   19197926   19229275    161      26  460502      0.38215      0.35117
ENSG00000169991    1   19230775   19283180    238      44  460502      0.93817      0.17408
ENSG00000127481    1   19401000   19536770    340      25  460502      0.71346      0.23778
ENSG00000127463    1   19542158   19578046    126      17  460502       1.4846     0.068831
ENSG00000053372    1   19578033   19586622     58       9  460502      0.80143      0.21144
ENSG00000162482    1   19609052   19615744     28       5  460502       1.1933      0.11638
ENSG00000053371    1   19630459   19638640     27      10  460502       1.7933     0.036462
ENSG00000040487    1   19638820   19655794     88      13  460502        1.263       0.1033
ENSG00000077549    1   19665267   19812066    579      26  460502      0.74465      0.22824
ENSG00000173436    1   19923477   19956314     86      16  460502       1.2822     0.099894
ENSG00000158747    1   19967048   19984945     76      23  460502       2.1893     0.014289
ENSG00000158748    1   19991780   20006055     53      11  460502       1.1538      0.12429
ENSG00000162542    1   20008706   20126438    440      58  460502     -0.34901      0.63646
ENSG00000178828    1   20140523   20141771      7       4  460502       1.2955     0.097582
ENSG00000169914    1   20209006   20239438     82      15  460502     -0.10623       0.5423
ENSG00000188784    1   20246502   20250110     19       6  460502       1.7858     0.037069
ENSG00000188257    1   20301925   20306932     21      11  460502      0.75675       0.2246
ENSG00000127472    1   20354672   20417683    227      28  460502       1.1933      0.11638
ENSG00000117215    1   20438432   20446050     27      11  460502      0.83328      0.20234
ENSG00000158786    1   20465819   20476879     26      12  460502      0.60873      0.27135
ENSG00000187980    1   20487746   20503917     59      13  460502      0.49381      0.31072
ENSG00000162543    1   20512578   20522541     12       5  460502       3.1726   0.00075531
ENSG00000158816    1   20617412   20681387    278      27  460502       2.4135    0.0079005
ENSG00000162545    1   20808884   20812713      4       2  460502       1.7407     0.040867
ENSG00000090432    1   20825943   20834654     29      10  460502       1.0582      0.14499
ENSG00000183114    1   20878932   20881512      5       2  460502      0.48678      0.31321
ENSG00000158825    1   20915441   20945401    134      21  460502        2.396    0.0082876
ENSG00000158828    1   20959948   20978004     80      12  460502       0.8092       0.2092
ENSG00000244038    1   20978270   20988000     31       7  460502       1.1098      0.13353
ENSG00000117245    1   20990507   21044510    242      53  460502       2.9528    0.0015743
ENSG00000189410    1   21046225   21059330     44      13  460502       2.5744    0.0050214
ENSG00000127483    1   21069154   21113816    116      20  460502       4.1585   1.6018e-05
ENSG00000075151    1   21132963   21503377    906      35  460502       4.9734   3.2898e-07
ENSG00000117298    1   21543740   21671997    405      45  460502       3.3554   0.00039622
ENSG00000142794    1   21766621   21811498    171      16  460502       3.9118   4.5807e-05
ENSG00000162551    1   21835858   21904905    338      33  460502       3.9694   3.6028e-05
ENSG00000076864    1   21922708   21995801    299      43  460502        3.843   6.0775e-05
ENSG00000090686    1   22004791   22110099    365      31  460502      0.56893       0.2847
ENSG00000187942    1   22138758   22151714     48      20  460502       1.3851     0.083016
ENSG00000142798    1   22148738   22263790    438      47  460502       2.0681     0.019316
ENSG00000219073    1   22303514   22325135    240      25  460502      0.58592      0.27897
ENSG00000142789    1   22328149   22339032     69      13  460502      0.15095      0.44001
ENSG00000070831    1   22379120   22419437    110      17  460502       1.2988     0.096998
ENSG00000162552    1   22443798   22470462    101      19  460502      0.34785      0.36398
ENSG00000184677    1   22778344   22857650    187      25  460502       1.9801     0.023845
ENSG00000070886    1   22890057   22930087    185      28  460502       0.6811       0.2479
ENSG00000173372    1   22962999   22966101      6       3  460502     0.027055      0.48921
ENSG00000159189    1   22970123   22974603     26       6  460502     -0.42597      0.66493
ENSG00000173369    1   22979255   22988031     31       7  460502      0.32646      0.37204
ENSG00000133216    1   23037332   23241818    536      64  460502      0.64854      0.25832
ENSG00000215906    1   23279536   23291831     41      11  460502      0.80976      0.20904
ENSG00000227868    1   23337327   23342343      9       3  460502       2.3631    0.0090609
ENSG00000004487    1   23345941   23410182     91      13  460502        2.168     0.015079
ENSG00000169641    1   23410516   23504301    203      27  460502       2.3551    0.0092598
ENSG00000179546    1   23516993   23521222     10       3  460502        1.577     0.057397
ENSG00000125944    1   23630264   23670829     54      12  460502       3.2752   0.00052796
ENSG00000125945    1   23685941   23695935     29       6  460502       3.6439   0.00013426
ENSG00000249087    1   23695490   23698332      3       2  460502       3.7123    0.0001027
ENSG00000204219    1   23707554   23751233    132      21  460502       2.4437    0.0072686
ENSG00000088280    1   23755056   23811061    143      20  460502      0.87487      0.19082
ENSG00000007968    1   23832922   23857712     58       9  460502       1.7053      0.04407
ENSG00000117318    1   23884409   23886285     10       4  460502      0.98789       0.1616
ENSG00000197880    1   23907985   23967058    132      32  460502       1.3837     0.083233
ENSG00000142676    1   24018269   24022915     12       4  460502      0.02066      0.49176
ENSG00000011007    1   24069645   24088549     22      10  460502       2.8399    0.0022563
ENSG00000057757    1   24104895   24114722     10       5  460502        3.343   0.00041433
ENSG00000011009    1   24117460   24122029      4       2  460502       2.5778    0.0049709
ENSG00000117308    1   24122089   24127271      3       2  460502      0.99175      0.16066
ENSG00000117305    1   24128375   24165110     56       6  460502       1.9976     0.022877
ENSG00000179163    1   24171567   24194784     55       7  460502       3.1452   0.00082978
ENSG00000188822    1   24197016   24285549    250      13  460502       4.6294   1.8333e-06
ENSG00000188529    1   24291294   24307417      4       2  460502       2.6783    0.0037002
ENSG00000142661    1   24382525   24438665    214      27  460502       4.1786   1.4666e-05
ENSG00000142677    1   24446261   24469611     80      18  460502       5.2236   8.7735e-08
ENSG00000185436    1   24480647   24514449    170      27  460502       3.3493   0.00040514
ENSG00000158055    1   24645812   24690972    125      28  460502       1.5522     0.060309
ENSG00000001460    1   24683489   24743424    181      21  460502       1.5762     0.057491
ENSG00000001461    1   24742284   24799466    199      22  460502       1.9955     0.022995
ENSG00000117602    1   24829387   24867530    129      18  460502      0.56327      0.28662
ENSG00000184454    1   24882602   24935819    255      29  460502      0.42691      0.33472
ENSG00000133226    1   24958207   24999758     59      13  460502      0.85508      0.19625
ENSG00000169504    1   25071848   25170815    135      19  460502       0.6716      0.25092
ENSG00000020633    1   25226002   25291612    172      37  460502      0.70741      0.23966
ENSG00000117614    1   25549170   25558993     11       6  460502      -1.6598      0.95153
ENSG00000117616    1   25568728   25664704     76      27  460502       1.0221      0.15337
ENSG00000187010    1   25598884   25656936     31      10  460502      0.53188       0.2974
ENSG00000183726    1   25664408   25688852     32       9  460502       2.2474     0.012308
ENSG00000188672    1   25688740   25756683    121      10  460502       2.2225     0.013124
ENSG00000204178    1   25757388   25826700    147      11  460502       2.2012     0.013862
ENSG00000157978    1   25870071   25895377     84      13  460502      -1.1383      0.87251
ENSG00000117643    1   25943959   26112698    428      37  460502     -0.56994      0.71564
ENSG00000162430    1   26126667   26144713     51       6  460502      0.99548      0.15975
ENSG00000117640    1   26145131   26159432     38       4  460502     -0.20019      0.57933
ENSG00000127423    1   26158414   26185903     75       4  460502      0.16458      0.43464
ENSG00000182749    1   26187701   26197744      9       3  460502      0.89379      0.18572
ENSG00000117632    1   26210672   26233482     33       7  460502       1.3837     0.083229
ENSG00000158006    1   26286258   26324648    104       9  460502      0.41288      0.33985
ENSG00000158008    1   26346375   26362955     29       8  460502      0.94588       0.1721
ENSG00000158014    1   26363743   26372624     21       4  460502      0.71664       0.2368
ENSG00000158022    1   26377795   26394927     49       8  460502        1.787     0.036971
ENSG00000175087    1   26437664   26452034     35       3  460502       2.2237     0.013085
ENSG00000197245    1   26485511   26489119     12       5  460502       1.4266     0.076846
ENSG00000142684    1   26496362   26498551     10       3  460502       1.6247     0.052115
ENSG00000142675    1   26503894   26516377     33      10  460502       2.6642    0.0038587
ENSG00000188782    1   26517052   26529459     70      11  460502       3.1776   0.00074259
ENSG00000130695    1   26560691   26605299    149      14  460502       2.7683    0.0028171
ENSG00000142669    1   26605667   26608007      6       3  460502       3.1198   0.00090496
ENSG00000158062    1   26607819   26644854    139      12  460502       2.5659    0.0051451
ENSG00000169442    1   26644448   26647014     13       3  460502       2.0888     0.018365
ENSG00000176092    1   26648350   26680621    111      16  460502       3.1948   0.00069957
ENSG00000176083    1   26688125   26701013     62      13  460502       2.2381     0.012608
ENSG00000131914    1   26737269   26756213     48      16  460502       4.3775   6.0029e-06
ENSG00000117682    1   26758773   26797785     76      21  460502       3.5547   0.00018924
ENSG00000198830    1   26798941   26802463      6       3  460502      0.88701      0.18754
ENSG00000117676    1   26856252   26901521    112      16  460502       3.5893   0.00016581
ENSG00000117713    1   27022524   27108595    140      12  460502       4.5293   2.9583e-06
ENSG00000060642    1   27113963   27124889     16       5  460502       5.4771   2.1612e-08
ENSG00000204160    1   27153201   27184093     55      10  460502       4.6743    1.475e-06
ENSG00000175793    1   27189633   27190947      1       1  460502       3.4619    0.0002682
ENSG00000142751    1   27202624   27216788     22       5  460502       3.5602   0.00018531
ENSG00000198746    1   27216979   27226957     16       7  460502       4.8681    5.633e-07
ENSG00000090273    1   27226729   27273353     78      13  460502        5.056   2.1404e-07
ENSG00000131910    1   27237980   27240457      6       3  460502       5.8478   2.4905e-09
ENSG00000175707    1   27276053   27286897     14       4  460502       7.2027   2.9526e-13
ENSG00000253368    1   27320198   27327389      8       4  460502       3.3016   0.00048062
ENSG00000158246    1   27331511   27339327     11       3  460502        2.183     0.014518
ENSG00000090020    1   27425306   27493472     97      13  460502       1.0181      0.15432
ENSG00000142784    1   27561007   27635110    132      17  460502       1.3183     0.093707
ENSG00000186501    1   27648651   27662891     40      12  460502       3.0647    0.0010894
ENSG00000142765    1   27668513   27680421     35      12  460502       3.2528   0.00057132
ENSG00000142733    1   27681675   27693383     33      11  460502       3.4426   0.00028806
ENSG00000142748    1   27695603   27701315     13       8  460502       4.4605   4.0881e-06
ENSG00000174950    1   27705666   27709870      5       2  460502      0.63711      0.26203
ENSG00000181773    1   27719148   27722318      4       2  460502      0.65779      0.25534
ENSG00000158195    1   27730730   27816669    169      15  460502       1.3662     0.085942
ENSG00000126705    1   27860546   27930942     92      17  460502      0.96904      0.16626
ENSG00000000938    1   27938575   27961788     47       9  460502     0.085487      0.46594
ENSG00000126709    1   27992572   27998729     18       4  460502       1.4164     0.078329
ENSG00000009780    1   28052490   28089633     82       6  460502     -0.97797      0.83596
ENSG00000117758    1   28099694   28150963     74       9  460502      0.36197      0.35869
ENSG00000117751    1   28157289   28178187     36       8  460502      0.09397      0.46257
ENSG00000130775    1   28199055   28213196     58      12  460502       1.6244     0.052146
ENSG00000117748    1   28218035   28241257     68       7  460502      0.98043      0.16344
ENSG00000130768    1   28261504   28285668     88      14  460502      0.48885      0.31247
ENSG00000158156    1   28285973   28294607     27      11  460502    -0.034332      0.51369
ENSG00000158161    1   28296855   28415207    353      29  460502      0.38205      0.35121
ENSG00000169403    1   28473677   28520447     83      24  460502       2.2932     0.010918
ENSG00000126698    1   28525967   28559536    104      15  460502       1.9951     0.023018
ENSG00000130770    1   28562620   28573417     47       5  460502       1.9772     0.024007
ENSG00000130766    1   28586038   28609002     62      15  460502       1.8234      0.03412
ENSG00000130772    1   28655513   28662476     11       6  460502       2.5208    0.0058542
ENSG00000204138    1   28696114   28826881    460      16  460502        1.373     0.084877
ENSG00000180198    1   28832455   28865812     89      13  460502       1.5032     0.066392
ENSG00000180098    1   28879597   28905051     55      12  460502        1.519     0.064387
ENSG00000120656    1   28915835   28969597     92      19  460502       1.4827     0.069075
ENSG00000188060    1   28918712   28921955      9       5  460502       1.5863     0.056339
ENSG00000162419    1   28995244   29045865     85      11  460502       1.6255     0.052031
ENSG00000198492    1   29063133   29096287     71      13  460502       1.5921     0.055684
ENSG00000116329    1   29138654   29190208    200      26  460502        1.234       0.1086
ENSG00000159023    1   29213603   29446553    550      31  460502       1.0798      0.14011
ENSG00000253304    1   29445940   29450447     15       6  460502      0.19618      0.42224
ENSG00000116350    1   29474255   29508499     79      19  460502       1.5453     0.061134
ENSG00000116353    1   29519385   29557454    111      20  460502        2.406    0.0080645
