GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000069424    1    6051526    6161253    385      62  422106      -2.5009      0.99381
ENSG00000116254    1    6161853    6240183    330      37  422106      -2.1808       0.9854
ENSG00000116251    1    6241329    6269449     75      15  422106      -1.4066      0.92022
ENSG00000158286    1    6265535    6281359     51       8  422106      0.25633      0.39885
ENSG00000116237    1    6281253    6296032     46       9  422106      0.73309      0.23175
ENSG00000173673    1    6304252    6305638      6       3  422106      -2.8845      0.99804
ENSG00000158292    1    6307406    6321035     42       4  422106     -0.57212      0.71638
ENSG00000097021    1    6324329    6454451    559      29  422106       1.0281      0.15196
ENSG00000069812    1    6472478    6484730     46       9  422106       1.7846     0.037165
ENSG00000187017    1    6484848    6521430    121      14  422106       1.4693     0.070871
ENSG00000215788    1    6521211    6526255     15       6  422106       1.9153     0.027728
ENSG00000171680    1    6526152    6580121    198      37  422106       2.0535     0.020013
ENSG00000162408    1    6581407    6614595    143       7  422106      0.31148      0.37772
ENSG00000173662    1    6615241    6639817     75      14  422106        1.542     0.061538
ENSG00000204859    1    6640061    6649340     16       8  422106          1.3     0.096803
ENSG00000162413    1    6650784    6674667     61      17  422106       2.4004    0.0081894
ENSG00000116273    1    6673745    6684093     25       6  422106       2.1932     0.014145
ENSG00000041988    1    6684926    6695646     37       8  422106       1.8966     0.028937
ENSG00000007923    1    6694228    6761984    181      24  422106       2.0078     0.022334
ENSG00000171735    1    6845384    7829766   3264     224  422106       1.5313     0.062846
ENSG00000049245    1    7831329    7841492     37      10  422106       1.3171     0.093905
ENSG00000049246    1    7844380    7905237    256      24  422106       1.5463     0.061014
ENSG00000049247    1    7903143    7913572     44      14  422106       1.0493      0.14702
ENSG00000049249    1    7979907    8000926     51       9  422106       1.8653      0.03107
ENSG00000116288    1    8014351    8045565     76      14  422106      0.81669      0.20705
ENSG00000116285    1    8064464    8086368     37       8  422106      0.97092      0.16579
ENSG00000162426    1    8377886    8404227     90      14  422106    -0.021779      0.50869
ENSG00000142599    1    8412457    8877702    878      32  422106      0.95312      0.17026
ENSG00000074800    1    8921061    8939308     32       7  422106      0.67405      0.25014
ENSG00000131686    1    9005926    9035151    145      30  422106     -0.57158       0.7162
ENSG00000197241    1    9063359    9086404     90      24  422106     -0.56114      0.71265
ENSG00000142583    1    9095166    9148537    241      33  422106       1.1426       0.1266
ENSG00000180758    1    9160364    9189229     96      16  422106      -2.0092      0.97774
ENSG00000049239    1    9294834    9331396    120      23  422106       0.1582      0.43715
ENSG00000171621    1    9352939    9429591    415      65  422106      0.40744      0.34184
ENSG00000171612    1    9599541    9645237     79      14  422106     -0.65052      0.74232
ENSG00000188807    1    9648932    9674935     52      11  422106    -0.098694      0.53931
ENSG00000171608    1    9711790    9789172    201      42  422106      0.45902      0.32311
ENSG00000179840    1    9712668    9714644      6       3  422106      0.54071      0.29435
ENSG00000171603    1    9789084    9884584    202      29  422106       1.3841     0.083169
ENSG00000178585    1    9908334    9970394    131      23  422106      0.91706      0.17956
ENSG00000162441    1    9982173   10003465     61      14  422106      0.25291      0.40017
ENSG00000173614    1   10003486   10045559    106      18  422106      0.34633      0.36455
ENSG00000162444    1   10057264   10076078     49       7  422106      0.21972      0.41305
ENSG00000130939    1   10092890   10241297    434      28  422106       1.4227     0.077408
ENSG00000054523    1   10270863   10441661    603      19  422106     -0.61621      0.73112
ENSG00000142657    1   10458649   10480201     58      10  422106     -0.77195      0.77993
ENSG00000175279    1   10490159   10512210     72      10  422106      0.81416      0.20778
ENSG00000241563    1   10509776   10511959      4       2  422106      0.34784      0.36398
ENSG00000160049    1   10516579   10532583     34      10  422106      0.81068      0.20877
ENSG00000142655    1   10532345   10690815    467      37  422106       1.3834     0.083276
ENSG00000130940    1   10696661   10856707    492      72  422106      0.51989      0.30157
ENSG00000175262    1   11006528   11042094    132      18  422106     -0.62178      0.73296
ENSG00000120948    1   11072414   11085796     26       5  422106      -0.9727      0.83465
ENSG00000009724    1   11086580   11107290     69      10  422106      -1.0869      0.86146
ENSG00000116649    1   11114641   11120081      9       3  422106     -0.61018      0.72913
ENSG00000171824    1   11126675   11159938    108       7  422106     -0.43072      0.66667
ENSG00000198793    1   11166592   11322564    374      14  422106     -0.66437      0.74677
ENSG00000171819    1   11249398   11256038     17       4  422106      0.29037      0.38577
ENSG00000120942    1   11333263   11356106     39       6  422106     -0.19895      0.57885
ENSG00000204624    1   11539223   11597641    172      19  422106    -0.083753      0.53337
ENSG00000116661    1   11708424   11715842     24      12  422106      0.72272      0.23493
ENSG00000132879    1   11714432   11723384     32      11  422106     -0.42288      0.66381
ENSG00000116663    1   11724181   11734411     46      12  422106       0.7866      0.21576
ENSG00000116670    1   11734537   11751707     72      15  422106      0.92042      0.17868
ENSG00000162490    1   11751786   11785914    111      20  422106        1.028      0.15197
ENSG00000177674    1   11796141   11814859     64      11  422106      -1.2565      0.89553
ENSG00000215910    1   11821844   11849642    155      11  422106       2.3941      0.00833
ENSG00000177000    1   11845780   11866977     82      11  422106       1.6368     0.050834
ENSG00000011021    1   11866207   11903201    206      16  422106        1.297     0.097315
ENSG00000175206    1   11905766   11908402     18       5  422106      0.47629      0.31693
ENSG00000120937    1   11917521   11918988      2       1  422106     -0.61586      0.73101
ENSG00000116685    1   11979648   11986485     24       7  422106      0.58285         0.28
ENSG00000083444    1   11994262   12035595    145      18  422106       1.0414      0.14884
ENSG00000116688    1   12040238   12073571    101      11  422106       1.1762      0.11976
ENSG00000116691    1   12079523   12092102     25       6  422106      0.52209       0.3008
ENSG00000120949    1   12123434   12204264    222      42  422106     -0.70262      0.75885
ENSG00000028137    1   12227060   12269285    142      18  422106      -1.1429      0.87346
ENSG00000048707    1   12290124   12572099    610      24  422106       1.1474       0.1256
ENSG00000162496    1   12627939   12677737    184      35  422106     -0.18524      0.57348
ENSG00000204518    1   12704566   12727097     66       8  422106       1.4841     0.068889
ENSG00000188984    1   12776118   12788726     42       6  422106      0.13246      0.44731
ENSG00000157330    1   12806163   12823847     52       9  422106      0.27405      0.39202
ENSG00000116726    1   12834984   12838049      9       3  422106     -0.07159      0.52854
ENSG00000116721    1   12851546   12856777     17       7  422106     -0.32534      0.62754
ENSG00000204513    1   12884468   12891264      1       1  422106      0.49698       0.3096
ENSG00000179172    1   12907261   12908578      7       3  422106      -2.4159      0.99215
ENSG00000120952    1   12916941   12921764     45       6  422106      -1.2429      0.89305
ENSG00000243073    1   12939045   12946025      8       2  422106      -0.8767      0.80967
ENSG00000232423    1   12998181   13117751      3       1  422106     -0.21888      0.58663
ENSG00000204501    1   13421176   13428191      1       1  422106    -0.053417       0.5213
ENSG00000204491    1   13474689   13477522      3       1  422106     -0.27741      0.60927
ENSG00000204488    1   13495254   13498260      1       1  422106      -2.6521        0.996
ENSG00000162494    1   13801445   13840543    179      37  422106      -0.5721      0.71637
ENSG00000162493    1   13909960   13944452    139      32  422106     -0.57176      0.71626
ENSG00000116731    1   14026693   14151574    434      35  422106     -0.67577      0.75041
ENSG00000189337    1   14925200   15444539   2221     212  422106       1.2918     0.098211
ENSG00000171729    1   15479028   15546976    375      28  422106    -0.050538      0.52015
ENSG00000204464    1   15490840   15497813     27       7  422106     0.052206      0.47918
ENSG00000142621    1   15573768   15726779    580      65  422106      -0.1266      0.55037
ENSG00000142634    1   15736391   15756839     80      25  422106      0.35792       0.3602
ENSG00000162438    1   15764935   15775737     32      12  422106       0.6766      0.24933
ENSG00000142615    1   15783223   15798586     69      12  422106     0.097917        0.461
ENSG00000215704    1   15792404   15817895     95      16  422106     -0.57332      0.71679
ENSG00000132906    1   15817327   15853029    147      11  422106      0.79271      0.21397
ENSG00000116138    1   15853308   15918874    242      17  422106      0.71939      0.23595
ENSG00000116771    1   15898848   15911605     63       7  422106      0.43464      0.33191
ENSG00000197312    1   15943995   15995539    130       8  422106      0.10797      0.45701
ENSG00000215695    1   15986364   15988217      3       2  422106    -0.067104      0.52675
ENSG00000116786    1   16010827   16061264    173      17  422106      0.66406      0.25333
ENSG00000162461    1   16062900   16067891      9       4  422106       1.8539     0.031879
ENSG00000162460    1   16068917   16074477     24       5  422106       0.6162      0.26888
ENSG00000162458    1   16083102   16113089     80      15  422106     -0.50001      0.69147
ENSG00000065526    1   16174359   16266955    203      27  422106      0.70202      0.24133
ENSG00000116809    1   16268364   16302627     70      18  422106      0.13337      0.44695
ENSG00000183888    1   16330731   16335302     18       7  422106     -0.51209      0.69571
ENSG00000173641    1   16340523   16346089     46       5  422106    -0.016566      0.50661
ENSG00000186510    1   16345370   16360545     93      13  422106     -0.51696      0.69741
ENSG00000184908    1   16370272   16383803    132      15  422106     -0.65049      0.74231
ENSG00000185519    1   16384264   16400127     90      13  422106     -0.18254      0.57242
ENSG00000142627    1   16450832   16482582     73      19  422106     -0.89519      0.81466
ENSG00000142632    1   16524349   16539104     64       8  422106       2.1616     0.015325
ENSG00000204377    1   16555368   16556038      3       1  422106      -1.3606      0.91317
ENSG00000132881    1   16558195   16563657     16       7  422106      0.19578      0.42239
ENSG00000037637    1   16573334   16678949    268      15  422106     -0.34688      0.63566
ENSG00000055070    1   16679070   16724640    124      17  422106     -0.54539      0.70726
ENSG00000187144    1   16713612   16763919    160      29  422106      0.10692      0.45743
ENSG00000157191    1   16767167   16786573     55      15  422106     -0.31822      0.62484
ENSG00000058453    1   17066768   17299474    329      23  422106    -0.031817      0.51269
ENSG00000117122    1   17300997   17307330     20       5  422106     -0.39537      0.65372
ENSG00000159363    1   17312453   17338423     60      13  422106      -1.1078      0.86602
ENSG00000117118    1   17345217   17380665    128      14  422106      -1.3174      0.90615
ENSG00000117115    1   17393256   17445948    299      21  422106      0.12207      0.45142
ENSG00000142623    1   17531621   17572500    192      52  422106      0.42962      0.33374
ENSG00000142619    1   17575593   17610728    198      31  422106     -0.90772      0.81799
ENSG00000159339    1   17634690   17690499    319      27  422106      0.71443      0.23748
ENSG00000179051    1   17733256   17766220     94      18  422106       1.1003       0.1356
ENSG00000074964    1   17866330   18024369    461      60  422106      0.69627      0.24313
ENSG00000117148    1   18081808   18153558    239      29  422106     -0.39968       0.6553
ENSG00000117154    1   18434240   18704977   1148     142  422106     -0.34562      0.63519
ENSG00000179023    1   18807424   18812478     28       6  422106       1.0384      0.14954
ENSG00000009709    1   18957500   19075360    422      67  422106      0.57637      0.28218
ENSG00000179002    1   19166093   19186176    113      22  422106       1.6294     0.051609
ENSG00000159423    1   19197926   19229275    161      26  422106     0.094013      0.46255
ENSG00000169991    1   19230775   19283180    238      44  422106      -0.4319      0.66709
ENSG00000127481    1   19401000   19536770    340      25  422106       2.0681     0.019317
ENSG00000127463    1   19542158   19578046    126      17  422106        2.479    0.0065875
ENSG00000053372    1   19578033   19586622     58       9  422106      0.93058      0.17604
ENSG00000162482    1   19609052   19615744     28       5  422106       1.5208     0.064156
ENSG00000053371    1   19630459   19638640     27      10  422106      0.90235      0.18344
ENSG00000040487    1   19638820   19655794     88      13  422106       1.2939     0.097854
ENSG00000077549    1   19665267   19812066    579      26  422106       2.3254     0.010025
ENSG00000173436    1   19923477   19956314     86      16  422106       -0.255      0.60064
ENSG00000158747    1   19967048   19984945     76      23  422106     -0.99729      0.84069
ENSG00000158748    1   19991780   20006055     53      11  422106     -0.17625      0.56995
ENSG00000162542    1   20008706   20126438    440      58  422106     -0.37339      0.64557
ENSG00000178828    1   20140523   20141771      7       4  422106      0.36463      0.35769
ENSG00000169914    1   20209006   20239438     82      15  422106      -1.1009      0.86454
ENSG00000188784    1   20246502   20250110     19       6  422106     -0.32251      0.62647
ENSG00000188257    1   20301925   20306932     21      11  422106     -0.69915      0.75777
ENSG00000127472    1   20354672   20417683    227      28  422106      0.19523      0.42261
ENSG00000117215    1   20438432   20446050     27      11  422106     -0.33441      0.63097
ENSG00000158786    1   20465819   20476879     26      12  422106       1.6964     0.044904
ENSG00000187980    1   20487746   20503917     59      13  422106     0.054606      0.47823
ENSG00000162543    1   20512578   20522541     12       5  422106         1.15      0.12508
ENSG00000158816    1   20617412   20681387    278      27  422106       1.9724     0.024281
ENSG00000162545    1   20808884   20812713      4       2  422106       2.0257     0.021396
ENSG00000090432    1   20825943   20834654     29      10  422106       2.4175    0.0078135
ENSG00000183114    1   20878932   20881512      5       2  422106       1.6666     0.047794
ENSG00000158825    1   20915441   20945401    134      21  422106      -2.1143      0.98275
ENSG00000158828    1   20959948   20978004     80      12  422106     -0.55585      0.71084
ENSG00000244038    1   20978270   20988000     31       7  422106    -0.099208      0.53951
ENSG00000117245    1   20990507   21044510    242      53  422106     -0.18472      0.57328
ENSG00000189410    1   21046225   21059330     44      13  422106     0.050265      0.47996
ENSG00000127483    1   21069154   21113816    116      20  422106      0.51174      0.30442
ENSG00000075151    1   21132963   21503377    906      35  422106       1.5203     0.064222
ENSG00000117298    1   21543740   21671997    405      45  422106     -0.47138      0.68132
ENSG00000142794    1   21766621   21811498    171      16  422106      -1.9728      0.97574
ENSG00000162551    1   21835858   21904905    338      33  422106     -0.73476      0.76876
ENSG00000076864    1   21922708   21995801    299      43  422106       2.7587    0.0029012
ENSG00000090686    1   22004791   22110099    365      31  422106       1.2936     0.097906
ENSG00000187942    1   22138758   22151714     48      20  422106       1.4626     0.071787
ENSG00000142798    1   22148738   22263790    438      47  422106     -0.40406      0.65692
ENSG00000219073    1   22303514   22325135    240      25  422106       1.4562      0.07267
ENSG00000142789    1   22328149   22339032     69      13  422106       1.6658     0.047876
ENSG00000070831    1   22379120   22419437    110      17  422106      0.56817      0.28496
ENSG00000162552    1   22443798   22470462    101      19  422106       1.1808      0.11884
ENSG00000184677    1   22778344   22857650    187      25  422106      -1.0242      0.84714
ENSG00000070886    1   22890057   22930087    185      28  422106       2.5632    0.0051854
ENSG00000173372    1   22962999   22966101      6       3  422106       1.3535     0.087946
ENSG00000159189    1   22970123   22974603     26       6  422106       1.2962     0.097452
ENSG00000173369    1   22979255   22988031     31       7  422106      0.33978      0.36701
ENSG00000133216    1   23037332   23241818    536      64  422106       1.7608     0.039138
ENSG00000215906    1   23279536   23291831     41      11  422106      0.42512      0.33537
ENSG00000227868    1   23337327   23342343      9       3  422106        1.791      0.03665
ENSG00000004487    1   23345941   23410182     91      13  422106       1.6417     0.050329
ENSG00000169641    1   23410516   23504301    203      27  422106       1.8512      0.03207
ENSG00000179546    1   23516993   23521222     10       3  422106       1.6789     0.046588
ENSG00000125944    1   23630264   23670829     54      12  422106      0.37163      0.35508
ENSG00000125945    1   23685941   23695935     29       6  422106      0.88658      0.18765
ENSG00000249087    1   23695490   23698332      3       2  422106      0.92915      0.17641
ENSG00000204219    1   23707554   23751233    132      21  422106      0.24467      0.40336
ENSG00000088280    1   23755056   23811061    143      20  422106      0.28538      0.38768
ENSG00000007968    1   23832922   23857712     58       9  422106       0.3999      0.34462
ENSG00000117318    1   23884409   23886285     10       4  422106     -0.27156      0.60702
ENSG00000197880    1   23907985   23967058    132      32  422106       3.0756    0.0010504
ENSG00000142676    1   24018269   24022915     12       4  422106      -1.4212      0.92238
ENSG00000011007    1   24069645   24088549     22      10  422106     -0.78337       0.7833
ENSG00000057757    1   24104895   24114722     10       5  422106      0.45661      0.32398
ENSG00000011009    1   24117460   24122029      4       2  422106       1.2714      0.10178
ENSG00000117308    1   24122089   24127271      3       2  422106        1.016      0.15481
ENSG00000117305    1   24128375   24165110     56       6  422106    0.0070601      0.49718
ENSG00000179163    1   24171567   24194784     55       7  422106      0.54384      0.29328
ENSG00000188822    1   24197016   24285549    250      13  422106     -0.92002      0.82122
ENSG00000188529    1   24291294   24307417      4       2  422106      0.27063      0.39334
ENSG00000142661    1   24382525   24438665    214      27  422106      0.76736      0.22143
ENSG00000142677    1   24446261   24469611     80      18  422106       1.5666     0.058607
ENSG00000185436    1   24480647   24514449    170      27  422106      0.73338      0.23166
ENSG00000158055    1   24645812   24690972    125      28  422106      -1.3845       0.9169
ENSG00000001460    1   24683489   24743424    181      21  422106      -1.3907      0.91785
ENSG00000001461    1   24742284   24799466    199      22  422106   -0.0090633      0.50362
ENSG00000117602    1   24829387   24867530    129      18  422106     -0.68162      0.75226
ENSG00000184454    1   24882602   24935819    255      29  422106     -0.38676      0.65053
ENSG00000133226    1   24958207   24999758     59      13  422106       1.0857      0.13881
ENSG00000169504    1   25071848   25170815    135      19  422106      0.91974      0.17886
ENSG00000020633    1   25226002   25291612    172      37  422106       1.8053     0.035511
ENSG00000117614    1   25549170   25558993     11       6  422106     -0.18518      0.57346
ENSG00000117616    1   25568728   25664704     76      27  422106      0.65098      0.25753
ENSG00000187010    1   25598884   25656936     31      10  422106       1.1903      0.11696
ENSG00000183726    1   25664408   25688852     32       9  422106      -1.5518      0.93964
ENSG00000188672    1   25688740   25756683    121      10  422106     -0.75561      0.77506
ENSG00000204178    1   25757388   25826700    147      11  422106     -0.66666      0.74751
ENSG00000157978    1   25870071   25895377     84      13  422106      0.46794      0.31991
ENSG00000117643    1   25943959   26112698    428      37  422106       1.3911     0.082093
ENSG00000162430    1   26126667   26144713     51       6  422106     -0.35622      0.63916
ENSG00000117640    1   26145131   26159432     38       4  422106     -0.26891        0.606
ENSG00000127423    1   26158414   26185903     75       4  422106     -0.29424      0.61571
ENSG00000182749    1   26187701   26197744      9       3  422106    -0.033358      0.51331
ENSG00000117632    1   26210672   26233482     33       7  422106      0.40377      0.34319
ENSG00000158006    1   26286258   26324648    104       9  422106      0.94022      0.17355
ENSG00000158008    1   26346375   26362955     29       8  422106       3.0848    0.0010185
ENSG00000158014    1   26363743   26372624     21       4  422106       2.4286     0.007578
ENSG00000158022    1   26377795   26394927     49       8  422106        3.241   0.00059564
ENSG00000175087    1   26437664   26452034     35       3  422106       2.7845    0.0026804
ENSG00000197245    1   26485511   26489119     12       5  422106       3.2177   0.00064622
ENSG00000142684    1   26496362   26498551     10       3  422106       3.0426    0.0011728
ENSG00000142675    1   26503894   26516377     33      10  422106       2.7718    0.0027873
ENSG00000188782    1   26517052   26529459     70      11  422106       2.8736    0.0020292
ENSG00000130695    1   26560691   26605299    149      14  422106     -0.48207      0.68512
ENSG00000142669    1   26605667   26608007      6       3  422106       1.3751     0.084548
ENSG00000158062    1   26607819   26644854    139      12  422106     -0.49764      0.69063
ENSG00000169442    1   26644448   26647014     13       3  422106      0.53308      0.29699
ENSG00000176092    1   26648350   26680621    111      16  422106       2.0382     0.020766
ENSG00000176083    1   26688125   26701013     62      13  422106      0.79079      0.21453
ENSG00000131914    1   26737269   26756213     48      16  422106        3.227   0.00062544
ENSG00000117682    1   26758773   26797785     76      21  422106       3.7807   7.8188e-05
ENSG00000198830    1   26798941   26802463      6       3  422106       2.1228     0.016887
ENSG00000117676    1   26856252   26901521    112      16  422106        4.002   3.1402e-05
ENSG00000117713    1   27022524   27108595    140      12  422106       0.6322      0.26363
ENSG00000060642    1   27113963   27124889     16       5  422106      0.71033      0.23875
ENSG00000204160    1   27153201   27184093     55      10  422106       1.5827     0.056746
ENSG00000175793    1   27189633   27190947      1       1  422106       1.1715       0.1207
ENSG00000142751    1   27202624   27216788     22       5  422106        1.389     0.082423
ENSG00000198746    1   27216979   27226957     16       7  422106       1.5344     0.062463
ENSG00000090273    1   27226729   27273353     78      13  422106      0.86277      0.19413
ENSG00000131910    1   27237980   27240457      6       3  422106      0.79293      0.21391
ENSG00000175707    1   27276053   27286897     14       4  422106        0.478      0.31633
ENSG00000253368    1   27320198   27327389      8       4  422106      0.84276      0.19968
ENSG00000158246    1   27331511   27339327     11       3  422106       1.6646     0.047994
ENSG00000090020    1   27425306   27493472     97      13  422106       0.2006       0.4205
ENSG00000142784    1   27561007   27635110    132      17  422106      -1.1813      0.88125
ENSG00000186501    1   27648651   27662891     40      12  422106     -0.31776      0.62467
ENSG00000142765    1   27668513   27680421     35      12  422106      -0.1526      0.56064
ENSG00000142733    1   27681675   27693383     33      11  422106     -0.33743       0.6321
ENSG00000142748    1   27695603   27701315     13       8  422106     -0.56859      0.71518
ENSG00000174950    1   27705666   27709870      5       2  422106      0.74056      0.22948
ENSG00000181773    1   27719148   27722318      4       2  422106     -0.62609      0.73437
ENSG00000158195    1   27730730   27816669    169      15  422106      0.91164      0.18098
ENSG00000126705    1   27860546   27930942     92      17  422106     -0.55255      0.70971
ENSG00000000938    1   27938575   27961788     47       9  422106      -1.6673      0.95228
ENSG00000126709    1   27992572   27998729     18       4  422106       1.5287     0.063175
ENSG00000009780    1   28052490   28089633     82       6  422106     -0.22984      0.59089
ENSG00000117758    1   28099694   28150963     74       9  422106     0.034295      0.48632
ENSG00000117751    1   28157289   28178187     36       8  422106     -0.32539      0.62756
ENSG00000130775    1   28199055   28213196     58      12  422106       1.1753      0.11994
ENSG00000117748    1   28218035   28241257     68       7  422106       1.5961     0.055238
ENSG00000130768    1   28261504   28285668     88      14  422106      0.44512      0.32812
ENSG00000158156    1   28285973   28294607     27      11  422106     -0.18376       0.5729
ENSG00000158161    1   28296855   28415207    353      29  422106      0.75381      0.22548
ENSG00000169403    1   28473677   28520447     83      24  422106     0.045387       0.4819
ENSG00000126698    1   28525967   28559536    104      15  422106      0.42615        0.335
ENSG00000130770    1   28562620   28573417     47       5  422106      0.19284      0.42354
ENSG00000130766    1   28586038   28609002     62      15  422106      0.59424      0.27618
ENSG00000130772    1   28655513   28662476     11       6  422106      0.31033      0.37816
ENSG00000204138    1   28696114   28826881    460      16  422106     -0.34747      0.63588
ENSG00000180198    1   28832455   28865812     89      13  422106      0.58655      0.27875
ENSG00000180098    1   28879597   28905051     55      12  422106      0.15304      0.43918
ENSG00000120656    1   28915835   28969597     92      19  422106       0.2849      0.38786
ENSG00000188060    1   28918712   28921955      9       5  422106     -0.54164      0.70597
ENSG00000162419    1   28995244   29045865     85      11  422106       1.9653     0.024692
ENSG00000198492    1   29063133   29096287     71      13  422106       3.1697   0.00076308
ENSG00000116329    1   29138654   29190208    200      26  422106       2.1259     0.016758
ENSG00000159023    1   29213603   29446553    550      31  422106        1.309     0.095263
ENSG00000253304    1   29445940   29450447     15       6  422106      0.86359      0.19391
ENSG00000116350    1   29474255   29508499     79      19  422106       1.4967     0.067237
ENSG00000116353    1   29519385   29557454    111      20  422106      0.86345      0.19395
ENSG00000060656    1   29563028   29653325    269      34  422106     -0.32062      0.62575
