gene_id	PC_0	PC_1	PC_2	PC_3
ENSG00000004700	0.7120675224518664	-0.05466057753557569	-0.0071078860304949806	-0.005084627809999573
ENSG00000004766	1.5333629609940689	-0.09908816554658856	-0.018990398157333176	0.05196799918364211
ENSG00000004776	-0.4124342797516625	0.4839288092661564	0.30614026636514474	-0.6564439836635575
ENSG00000004777	-1.5549509870962894	-0.11004066988514821	-0.07910130226644868	0.03282830856492678
ENSG00000004779	0.1346345455837514	0.19661276344730585	0.11146066828733443	-0.24984077689857628
ENSG00000004799	0.40975774730769404	0.24169996680409525	0.3232334200843586	-0.11338507359189702
ENSG00000004809	0.9705728354058504	-0.13780020057322206	-0.04683380978566248	0.07975216941621184
ENSG00000004838	1.6260347537278668	-0.07866327170978646	0.0002571056790593622	0.018128753246708783
ENSG00000004846	-1.7200738208318709	-0.14535012047626308	-0.09719192761734154	0.061226959930267076
ENSG00000004848	-1.5298904021632935	-0.1401585385831443	-0.09035468514864971	0.05771782977415231
ENSG00000004864	0.974688906981744	-0.07977125230060111	-0.013954426256159162	0.022326348992184192
ENSG00000004866	1.1268480775190293	-0.059880405713939974	-0.006515325426242247	0.03253493808423544
ENSG00000004897	-1.2609471831924555	-0.04975085122541447	-0.03818647803392936	-0.028135256314923345
ENSG00000004939	0.9434801900985099	-0.1111551990733076	-0.03159899974021331	0.047243365856532056
ENSG00000004948	-1.3543143933542081	-0.14506778140306537	-0.09077803690880075	0.06464029741643126
ENSG00000004961	-0.48183879098417237	-0.059692858171480546	-0.03253339631651239	-0.00952460747636734
ENSG00000004975	-0.8984216969794201	-0.0711112415740006	-0.047204366902154675	0.005916813978802274
ENSG00000005001	0.5986886294887849	-0.10669989962823132	-0.050802735721676706	0.06997319165942059
ENSG00000005007	1.4863016632814339	-0.03977504690233451	0.006477342494309629	0.02157605926575014
ENSG00000005020	0.9354149996844875	-0.0479138350149296	0.004515936090239871	-0.01674738839080127
ENSG00000005022	0.9737114097282813	0.8354904955379624	0.5091813210394177	-0.5908819400661004
ENSG00000005059	-0.04414289781409522	-0.11135393607790166	-0.049123153386824395	0.04122575213136032
ENSG00000005073	-0.43603801552578014	-0.12822265016106357	-0.06495288853287577	0.054019972092042255
ENSG00000005075	0.5173650063559397	0.010097306421690556	0.022179959929292104	-0.049691181534157476
ENSG00000005100	-0.9627795384541769	-0.12127692894089376	-0.07175986493893718	0.04879711448078258
ENSG00000005102	-0.02936182543050473	-0.1239005801577208	-0.056424964316234276	0.05474346286555862
ENSG00000005108	1.2644056779056378	-0.1340755332269018	-0.039633129775599	0.07890893064992532
ENSG00000005156	-0.16348038075399474	-0.09406826209138751	-0.04835413659840988	0.03740969945728173
ENSG00000005175	0.7794887886206658	-0.078619274153981	-0.019594887724137245	0.021842850581728596
ENSG00000005187	-1.6929083879158129	-0.059145156878864305	-0.034920595477594824	-0.014582082652320924
ENSG00000005189	0.7214593875222376	-0.08497444712145072	-0.01960830683243379	0.016274398935571616
ENSG00000005194	-1.180184691649164	-0.06053140169604269	-0.04293639902874073	-0.014989456148130794
ENSG00000005206	1.096560148190272	-0.030550018771757406	0.006637110494666578	0.003977981390631259
ENSG00000005238	-1.508449577879814	-0.10363082093554842	-0.07229556650670471	0.022906817102159308
ENSG00000005243	-1.112053202677221	-0.038418217539911884	-0.028721552068217297	-0.029548398169338054
ENSG00000005249	0.5737944852890091	-0.02963978018743526	0.0036471750594857053	-0.028257717852121285
ENSG00000005302	0.05283623434194481	-0.03998663402188694	-0.01162830931011105	-0.026729155476618537
ENSG00000005339	-1.0882526385374962	-0.06750326186281798	-0.04553931740868458	0.0017091674346245253
ENSG00000005379	1.4223201980664837	-0.06886877471071358	-0.009304060558839011	0.03597131913425901
ENSG00000005381	0.022387667336584562	0.015231820017437704	0.015693512337010298	-0.10317521827164731
ENSG00000005421	0.522252542536809	-0.08781466973957652	-0.023234668122875685	0.014428459943418607
ENSG00000005436	-0.6298309343675739	-0.09895341339489423	-0.0550958026194393	0.03181631221213004
ENSG00000005448	1.5530158095125748	-0.09567580633109407	-0.012760832422182922	0.04424330735713333
ENSG00000005469	-1.0819412632889625	-0.0895801589082755	-0.05524085998656662	0.010591014360557002
ENSG00000005471	-1.7202834849643698	-0.12733883147129765	-0.08644065257272093	0.0404622448184708
ENSG00000005483	-0.23541600057701642	-0.03396034870340802	-0.01789977681542639	-0.020238033624067592
ENSG00000005486	0.7349552608040452	0.028769734291803684	0.031298876139865144	-0.05995628300609482
ENSG00000005513	1.0587262956113972	-0.13075057087629477	-0.04921765542552365	0.08315015986892856
ENSG00000005700	-0.4016102963706951	-0.035627610047414604	-0.05979896313561691	0.02346858751337783
ENSG00000005801	1.6429609325886425	-0.09618569014921266	-0.012379233988370035	0.04940765878277008
ENSG00000005810	0.08312043121367145	-0.055895746594400414	-0.019136703459062616	-0.004904680695704302
ENSG00000005812	-0.7403417114038825	-0.02759579368290526	-0.022278305160595088	-0.036397866147137616
ENSG00000005844	-0.32247902748960905	-0.08969950547921889	-0.04456149399524409	0.017879862630834093
ENSG00000005882	0.40956191744133646	0.08834351411806952	0.06703390209959631	-0.13259238242696636
ENSG00000005884	-0.32445649987381003	-0.046571142562481	-0.018255702786968482	-0.025746052082000585
ENSG00000005889	1.6173629086011876	-0.09732403520115172	-0.01388701291612578	0.049582325651992394
ENSG00000005893	-0.19455423802555513	0.2488856260326014	0.06451595075278659	-0.190485904067619
ENSG00000005961	-0.32463722848786564	-0.13867648623952272	-0.06983229454159348	0.06810274504558383
ENSG00000005981	-1.5279086002319895	-0.13289706273503385	-0.0864010730041518	0.04935865551043316
ENSG00000006007	-0.6253413511130538	0.05428781726179598	0.01904081721107504	-0.1072349667248963
ENSG00000006015	0.7207172498948177	-0.07537853509225173	-0.025826343872389527	0.02908872566393474
ENSG00000006016	-1.0833773019487085	-0.11750370915755237	-0.07087912065819733	0.041164156841332004
ENSG00000006025	0.3421619074735862	-0.09238835009230359	-0.03531556192287845	0.035741578665752054
ENSG00000006042	1.3056796297421587	0.03721889001679872	0.05760692373737994	-0.06173984995207613
ENSG00000006047	1.58042817154179	-0.07572349262956143	-0.007829567119856563	0.023995479894505494
ENSG00000006059	-0.22404718644007862	-0.14431453623859936	-0.07106594765836492	0.07523950392466897
ENSG00000006062	-0.07443098552988535	-0.11008838979235454	-0.050745791138726994	0.04821214113038495
ENSG00000006071	-1.7177389567675498	-0.1333384289955846	-0.08078094805782379	0.06176225611801256
ENSG00000006116	-1.3584606306617037	-0.14404725006693633	-0.09023880687995074	0.0633278052958516
ENSG00000006118	1.3110995543175046	-0.1102530827024697	-0.04081689125999664	0.07375763574022413
ENSG00000006125	-1.5829040055733634	0.0490000641032543	0.01035803648338605	-0.12885017733585616
ENSG00000006128	1.1816639063952845	-0.12478050912013004	-0.04085419769271908	0.07392633655187289
ENSG00000006194	1.6496313745701179	-0.06426574399888477	0.0009927963088075691	0.026873058220297317
ENSG00000006210	-1.0429943746202066	-0.06931607504344842	-0.06759190544023376	0.022696752018774347
ENSG00000006282	1.0727830675118382	0.00044923786085096127	0.02523817225555526	-0.02736611355753878
ENSG00000006283	-1.3609838301241335	-0.14408813105554172	-0.09042229510988312	0.06356063627111534
ENSG00000006327	1.3472745944887146	-0.050039292557733324	0.0352535120717026	0.03981447310889695
ENSG00000006377	-0.9501580575667821	-0.14329438433585012	-0.0831229892779635	0.06698775372835267
ENSG00000006432	-0.07532798478354237	-0.13711100931427464	-0.06496583424577489	0.07098571274007043
ENSG00000006451	0.6742114390261899	-0.045789080391561744	-0.003872450610446013	-0.011409102875162514
ENSG00000006453	-1.4743803116314091	-0.09194948510806245	-0.06617459967965644	0.021620778418472722
ENSG00000006459	-0.27290850863969607	-0.11127862451421427	-0.054555747484431406	0.043986727064634544
ENSG00000006468	-0.804843352610504	-0.039969832997693994	-0.11533430106809495	0.06787242340927145
ENSG00000006530	-1.6504942118953794	-0.09439171144017879	-0.06976858404984765	0.01475828272598999
ENSG00000006534	-1.629229001554742	-0.10588517381490709	-0.0741168015035184	0.023220377211270543
ENSG00000006555	1.4307917275086643	-0.1162361379546695	-0.030888886230658524	0.06985150645434367
ENSG00000006576	0.44473741991018295	-0.09305718595492295	-0.029827035229701898	0.026336901261806298
ENSG00000006606	-1.2928426514172682	-0.14129908991310258	-0.08775279317452425	0.06113904011416025
ENSG00000006607	-0.7470080150991353	-0.08116897274790862	-0.044706277980325566	0.01012106504814435
ENSG00000006611	1.4940443250319655	-0.08305867396341607	-0.0037050071862637346	0.023101213048214893
ENSG00000006625	-0.615962521946426	0.003236082854189726	-0.012513672052911397	-0.05231848726565871
ENSG00000006634	-1.0127133066188	-0.12287962016868392	-0.07233836666713211	0.04447202497643646
ENSG00000006638	1.2180781453269685	-0.13666754737129902	-0.04212737388237991	0.08148953984848203
ENSG00000006652	-0.3865612818635766	0.012701835538641149	0.048463195161099766	-0.0008258725479312359
ENSG00000006659	-0.16980330814494302	-0.1339066805989872	-0.06379949635002523	0.06329914642348741
ENSG00000006695	-1.1050123029988757	-0.09544139184635575	-0.058980155475511595	0.020493906413417223
ENSG00000006704	-0.5193225403263754	-0.10683587212830366	-0.058461433323498346	0.04311636665241824
ENSG00000006712	0.36396784184513137	-0.02142320305193224	0.0012054994037370185	-0.02943573587838619
ENSG00000006715	1.5329912882293923	-0.02519310138933356	0.023752129362021635	-0.01805179655208324
ENSG00000006740	-1.553869951731489	-0.11551183746737516	-0.08013472462469715	0.036662752841852816
ENSG00000006744	-0.8555306460726064	-0.026764271891166657	-0.021512581187408484	-0.03495731975748202
ENSG00000006747	0.8512231262769948	-0.09501593100025747	-0.023739754956505394	0.03018579053928643
ENSG00000006756	-1.532611722234355	-0.07617737052985804	-0.05683322936978507	0.01525135303192283
ENSG00000006757	0.5058413161691382	-0.05741112205806654	-0.014800038934968309	0.012276101444763729
ENSG00000006788	0.08727188360617359	-0.1433523791342242	-0.06516796687757785	0.0772570085641146
ENSG00000006831	-1.6629672183484627	-0.010721385827899515	-0.013160995099084655	-0.0546089052589185
ENSG00000006837	-1.2447120560007652	-0.12990817466448992	-0.08123475578960132	0.05191711963578367
ENSG00000007001	1.4884741676342208	-0.13636874287556455	-0.037177652597653876	0.08346181640083895
ENSG00000007038	0.5985091630861039	-0.12107931916394515	-0.05017238954027476	0.06699230902543811
ENSG00000007047	-0.06289353643408568	-0.08862570141579541	-0.03820900511727899	0.029273987259413534
ENSG00000007062	0.5824587838869444	-0.06922257909558993	-0.05317291665610501	0.061529565401832575
ENSG00000007080	-1.308003656123093	-0.0164659738041478	-0.033915709688871844	-0.033723911999811104
ENSG00000007129	-1.236243001682261	-0.133689144345618	-0.08213879711873844	0.052963902649036124
ENSG00000007168	0.3641468974534044	0.07626928375237796	0.053757804394560814	-0.1290672700679339
ENSG00000007171	0.19056161781124184	-0.13549679845589896	-0.05869717950508583	0.06937730131571739
ENSG00000007174	-0.9420451343467452	-0.13448702027190074	-0.07670633019519474	0.057626808903718636
ENSG00000007202	-1.4459000168244607	-0.009012200232475844	-0.027408042274039108	-0.056611199134012406
ENSG00000007216	0.9601106177028271	-0.091306752648503	-0.04617982880120235	0.058888953652984626
ENSG00000007237	-0.6370469797261578	-0.06961091095664657	-0.036770518847297706	-0.009540303574834532
ENSG00000007255	1.3819267597553333	-0.05284052474973048	-0.00046673973681780087	0.02066198383283734
ENSG00000007264	-0.05928646057979316	-0.13492287903874092	-0.06384684285219203	0.06774696485426399
ENSG00000007306	-1.2373577669933185	0.1290828733679411	0.07613570685409615	-0.254872206227285
ENSG00000007312	-1.2713838649324392	-0.06220447957101169	-0.04462466071207923	-0.02559214425989033
ENSG00000007314	0.853582887831078	-0.1193291192873809	-0.037799139764285596	0.05666950476781962
ENSG00000007341	1.1270439350096935	-0.09130494205559525	-0.02270489655679262	0.04189622514535589
ENSG00000007350	1.2763109260383225	-0.11946161589675135	-0.03050800024567666	0.06128882423068925
ENSG00000007372	0.3832629242402735	-0.13567786174455912	-0.05126170169764302	0.0786781028073344
ENSG00000007376	0.802383521615592	-0.11757220385864835	-0.042549362209387424	0.06680798527187701
ENSG00000007384	0.7353285701638823	-0.060695849858958914	-0.022799350857118726	0.024322738471043638
ENSG00000007392	-0.11084606074856831	0.019303114411930947	0.011406696332051039	-0.06344221416959736
ENSG00000007402	-1.3600816542649117	-0.13104292859843902	-0.08264765843037616	0.05074101459490837
ENSG00000007516	-1.474013676907009	-0.12274562799326393	-0.0799249750716652	0.04584671137600442
ENSG00000007520	1.4250131354759137	-0.03214170244632114	0.005839073869924857	0.01666457861448492
ENSG00000007541	0.45210789382806504	-0.06776360338481358	-0.016190253964251174	0.03802630561469852
ENSG00000007545	-1.09094760574912	-0.1099522005055278	-0.06810672262869195	0.03687672074075569
ENSG00000007866	1.2319534782725732	-0.07408732866820456	-0.008886708044922084	0.02324038905859082
ENSG00000007908	0.8735879441903259	-0.12497361853708919	-0.04083472146772144	0.06474444166970678
ENSG00000007923	-0.9348503104487091	-0.029704651648558757	-0.02378537750144591	-0.038490935894123786
ENSG00000007933	-0.6957994884422084	-0.07270299855665649	-0.03821136847229434	-0.00809144817714865
ENSG00000007944	0.09014445077077811	-0.01850487971585875	-0.008702235970888383	-0.03481665282105481
ENSG00000007952	0.19344560097446933	-0.11961184404733811	-0.049121124664638235	0.05046046048058841
ENSG00000007968	-0.8915785767624382	-0.13613564266839515	-0.07767211348470171	0.0588599359250132
ENSG00000008018	0.6096075702918275	0.434126251263183	0.2374055128795859	-0.4483508102882298
ENSG00000008056	1.1701266181844663	-0.13033028719126794	-0.03858177258294185	0.07352012556907163
ENSG00000008083	-0.31022096229311474	-0.11433026622838752	-0.05803990275133588	0.04598377281675954
ENSG00000008086	-1.2443524618150288	-0.13706522404164054	-0.08493581319742126	0.058799991398384335
ENSG00000008118	-1.350166871583551	-0.1397169354389945	-0.08721734448751205	0.05873015466913862
ENSG00000008128	-1.247271287233705	0.011932832563728086	-0.008229605412836506	-0.07742329003910528
ENSG00000008130	0.10688265775740124	0.020174993676744767	0.00841589576961135	-0.056487655590312144
ENSG00000008196	1.2478245348519723	-0.13704578225722716	-0.045547938039894424	0.08650149516318492
ENSG00000008197	1.2481839538215433	-0.14276947857105426	-0.0450513965036815	0.08846505358674232
ENSG00000008226	-0.9543030048319441	-0.13557801484175208	-0.07874569730859124	0.05825026465996226
ENSG00000008256	-1.0204673100858308	-0.08422613618217852	-0.05334162530604224	0.007774216632704545
ENSG00000008277	-1.6807753992101362	-0.13487510398680325	-0.09028772457002295	0.05043641956304638
ENSG00000008282	1.174820831019469	0.22899468110346904	0.08818278787067786	-0.20105122845094642
ENSG00000008283	-1.0352536130342107	-0.008065461852100997	-0.02393857933308971	0.0002906589406749879
ENSG00000008294	1.0664494547268746	0.012319490131755543	0.046183860263924174	-0.06156050215426063
ENSG00000008300	-1.2320941932319291	-0.1417475098043817	-0.08639049102509275	0.06267870613106964
ENSG00000008311	-1.7233292842944354	-0.09857442462542425	-0.06886852575001674	0.020744854159353034
ENSG00000008323	0.4851102772124447	-0.10657114524212029	-0.04191206342571502	0.04917625243031399
ENSG00000008324	1.1167595320045882	-0.06042316146674504	-0.008944820540556469	0.014351710082492732
ENSG00000008382	0.02254362546017966	-0.08733594806867413	-0.03839271835922754	0.035219401297154514
ENSG00000008394	-0.013066557701369564	0.6064818372290541	0.337616243915052	-0.6830036486814569
ENSG00000008405	-1.080137330071988	-0.09016466668560208	-0.05494150599618138	0.01720959399995207
ENSG00000008438	0.4316896611869335	-0.11876702230611472	-0.04491633951386245	0.05053128956080153
ENSG00000008441	0.1563383463747243	0.11576586227604209	-0.00876371852688704	-0.0867286101937029
ENSG00000008513	1.1243268273561704	-0.04250591470823522	-0.004339964591906842	0.005679428098342034
ENSG00000008516	0.009564174652652026	-0.1299055055610281	-0.058630791956468996	0.06204269859877603
ENSG00000008517	-0.3594880942611921	0.45145538288039316	0.3196014994084384	-0.4851765931014191
ENSG00000008710	0.46492755690616266	-0.024069259982006028	0.00034666890678994316	-0.022292241739247088
ENSG00000008735	-0.06955900074462522	-0.13089866882780835	-0.06401291191893133	0.06871167677017447
ENSG00000008838	-0.03531834785911635	0.004036072727789476	0.00555249122913197	-0.05528258227356714
ENSG00000008853	0.7383922824066339	-0.09735401270746008	-0.028379449886239635	0.0391872207614915
ENSG00000008869	-0.4742613600296234	-0.09948128488214067	-0.055501507532714045	0.04195363226646451
ENSG00000008952	0.8719018801751	0.19207191701953452	0.07800780216057786	-0.13433431917661198
ENSG00000008988	0.7994990121253998	3.1908131285010075	1.420810103626964	-2.3096753913622865
ENSG00000009307	-1.0749859845674505	0.878929353234574	0.42469854292518056	-0.8520146786235064
ENSG00000009335	1.4655757914183685	-0.030211204551481335	0.01157403968969814	-0.004843128432404372
ENSG00000009413	0.7205444717916443	-0.10937315645794668	-0.03525938670353652	0.05057541900516197
ENSG00000009694	1.2362854302247943	-0.1397983939130991	-0.043593141135068195	0.08501586655809476
ENSG00000009709	0.38344872908008376	-0.142731770917367	-0.05974029034054372	0.07953631478778407
ENSG00000009724	-0.061300736672609976	-0.1278075523547015	-0.05897021223107879	0.05901321105053466
ENSG00000009765	-0.3139861794592356	-0.08427221749846518	-0.03583649501204692	0.004000355608645979
ENSG00000009780	-0.7780078728831203	-0.11389777867018819	-0.06428765160531609	0.04162666525011043
ENSG00000009790	1.3779744831266931	-0.06835502745027462	-0.0035409830255354333	0.010515119546620695
ENSG00000009830	0.5220712125439892	-0.10166555617909113	-0.037928242370289564	0.04628286512521546
ENSG00000009844	1.5382174468411325	-0.03348588947329332	0.01819012380215464	-0.013944756748814484
ENSG00000009950	0.003942243813977256	-0.07641123826922985	-0.023883222452760134	0.00950162213405019
ENSG00000009954	-1.4705969579527849	-0.059435223036518825	-0.04768832721058767	-0.013008452900108896
ENSG00000010017	0.6781701591017252	-0.01538461070115744	0.01750041433327577	-0.04391734219795029
ENSG00000010030	-0.8036022329876992	-0.13335159099069668	-0.07889597797580547	0.06258789931467781
ENSG00000010072	1.1001837364604143	-0.12225787579117257	-0.03693707624166341	0.06676395888321451
ENSG00000010165	-0.024676366334822078	-0.0823491242061541	-0.03790448521091825	0.02133422435362035
ENSG00000010219	-0.893015642750583	-0.04345211421564189	-0.02764661489336658	-0.027049553100843737
ENSG00000010244	1.6438247072419838	0.17803928796970206	0.12795228780630183	-0.2060679135305854
ENSG00000010256	1.4903451672431893	0.8373588242953522	0.45647603429784217	-0.8341248381600239
ENSG00000010270	1.131722794530014	-0.04077292407982939	0.007259855346585684	-0.012306972656377802
ENSG00000010278	-1.2766871512767517	1.0241814286016655	0.16398833404652519	-0.6802810044672106
ENSG00000010282	-0.4634442316138669	0.06509571671841184	0.04112628015379928	-0.16166819379791342
ENSG00000010292	0.12133797458303625	-0.08372514417111006	-0.03501473032078634	0.021234973805141864
ENSG00000010295	-0.39530392706135375	-0.0938969061540274	-0.04573873712726492	0.022356878722485204
ENSG00000010310	-0.6078346295568461	-0.13133410265557982	-0.07201919473959836	0.06210383379996195
ENSG00000010318	0.43810545581965354	0.02217061815998828	0.03788531741960413	-0.10490939590160228
ENSG00000010319	0.8779118578979611	-0.1017478074360166	-0.03534426377064567	0.04925915507189502
ENSG00000010322	0.16802659678694912	0.025694474383817598	0.012552871647354295	-0.0557241453669362
ENSG00000010327	1.1288208434315397	-0.02583279995459055	0.018388841767608636	-0.037538704341177655
ENSG00000010361	-0.6646173840441654	-0.09492226552765501	-0.05401710052787934	0.027871264466061235
ENSG00000010379	0.9496470955043006	-0.11018715425330129	-0.030459654942226834	0.04696086651513065
ENSG00000010404	-0.39657316617432853	0.09395479033883099	0.05098672660066094	-0.15444114837276976
ENSG00000010438	0.5936899534229801	1.3106040273521522	4.765373683640661	4.3540594267219
ENSG00000010539	1.6433256691253988	-0.12134753823788341	-0.026669316469369413	0.07169781518219341
ENSG00000010610	-1.2782720244773698	-0.031951152029782	-0.02549163861704219	-0.05728323930209116
ENSG00000010626	-0.12958234777779867	-0.09357411299082093	-0.04097211180988209	0.022138404435958315
ENSG00000010671	-1.4204743989144597	-0.09735662838265279	-0.06595577115104309	0.012405956949167421
ENSG00000010704	-0.46506737776029766	-0.11611961606668622	-0.06267604704307693	0.05058686420449751
ENSG00000010803	0.8517775011324468	-0.04304005516555877	-0.007019089025311131	0.008326551688413834
ENSG00000010810	-0.6621074435952121	0.05226327117373606	0.03437107969854179	-0.142543280810465
ENSG00000010818	-0.4571332732999428	-0.10708912085991695	-0.05656230743346362	0.041734312319798135
ENSG00000010932	-0.6960043581600439	-0.09307301924201752	-0.05014958102764875	0.016333805256198725
ENSG00000011007	-0.8504878947466432	-0.06695190815480595	-0.03665214805444017	0.012993307984677896
ENSG00000011009	-0.10346021475887618	-0.05671636801452395	-0.028242779364045553	0.0015326835051192153
ENSG00000011021	-1.1675599262642136	-0.11031487163851375	-0.06851175142578943	0.03181136771160613
ENSG00000011028	0.0268821502867368	-0.05970909637013452	-0.01916267771022209	-0.01075978465566394
ENSG00000011083	0.9487618523798367	-0.1408757623846278	-0.049028970447395855	0.08322455016939287
ENSG00000011105	1.4192410347415707	-0.008680590229369676	0.03071402208078592	-0.044294309582019784
ENSG00000011114	-1.4233600568957492	-0.10535821845448395	-0.07095772228127464	0.02869741573657343
ENSG00000011132	-1.5791063190572954	-0.10208878395196336	-0.07895283112791666	0.030778420062810227
ENSG00000011143	2.5421326918442752e-05	-0.09478899432247649	-0.05043991129018393	0.04269865098810329
ENSG00000011198	-1.7137841984937032	-0.07133841734807149	-0.06738326352652459	0.003808541699149063
ENSG00000011201	-1.5902795122033622	-0.12695511230713802	-0.08580308696344643	0.043221582376890874
ENSG00000011243	-1.6373536346862902	0.033909354787833544	-0.005077668684601856	-0.09161160065761301
ENSG00000011258	-0.052797338936647925	-0.10942071862394309	-0.04987685065113493	0.046097947016108136
ENSG00000011260	1.510823034077512	-0.06282725383422949	0.003239767210649358	0.015917491891020524
ENSG00000011275	0.7708362220163026	-0.07636216494585564	-0.018144193382918294	0.02523188195870031
ENSG00000011295	1.4302389650634346	-0.03756470578805761	0.010006230885811342	0.003079525683096974
ENSG00000011304	0.6191605368462493	0.2753894937654451	0.1460381898786327	-0.24515572692390028
ENSG00000011332	-0.9211354672771478	-0.14313451560150506	-0.08223656406602554	0.06672006283320353
ENSG00000011347	1.1764331569763342	-0.08415163676978732	-0.049572037950575444	0.07702533399773745
ENSG00000011376	-0.19016241617052265	-0.11252463862103942	-0.05356738232899144	0.04642313876548631
ENSG00000011405	0.45446706297126716	-0.06955287157192942	-0.020311765426765754	0.01517162959054128
ENSG00000011422	0.47618920604691056	-0.047394056227906906	-0.00101868165440046	-0.024676573504859658
